year,district_code,district_name,neighborhood_code,neighborhood_name,census_tract,avg_gross_inc_€
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1050,33722
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1051,27469
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1052,49214
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1053,28215
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1054,32203
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1055,42824
2017,2,Eixample,5,el Fort Pienc,2001,47726
2017,2,Eixample,5,el Fort Pienc,2002,45396
2017,2,Eixample,5,el Fort Pienc,2003,55884
2017,2,Eixample,5,el Fort Pienc,2004,42446
2017,2,Eixample,5,el Fort Pienc,2005,53242
2017,2,Eixample,5,el Fort Pienc,2006,56897
2017,2,Eixample,5,el Fort Pienc,2007,54765
2017,2,Eixample,5,el Fort Pienc,2008,54368
2017,2,Eixample,5,el Fort Pienc,2009,52638
2017,2,Eixample,5,el Fort Pienc,2010,48840
2017,2,Eixample,5,el Fort Pienc,2011,55672
2017,2,Eixample,5,el Fort Pienc,2012,43601
2017,2,Eixample,5,el Fort Pienc,2013,38267
2017,2,Eixample,5,el Fort Pienc,2014,36160
2017,2,Eixample,5,el Fort Pienc,2015,38304
2017,2,Eixample,5,el Fort Pienc,2016,51684
2017,2,Eixample,5,el Fort Pienc,2017,54728
2017,2,Eixample,5,el Fort Pienc,2018,55735
2017,2,Eixample,5,el Fort Pienc,2019,46168
2017,2,Eixample,5,el Fort Pienc,2020,40940
2017,2,Eixample,6,la Sagrada Família,2021,41143
2017,2,Eixample,6,la Sagrada Família,2022,47420
2017,2,Eixample,6,la Sagrada Família,2023,45967
2017,2,Eixample,6,la Sagrada Família,2024,42398
2017,2,Eixample,6,la Sagrada Família,2025,38953
2017,2,Eixample,6,la Sagrada Família,2026,48709
2017,2,Eixample,6,la Sagrada Família,2027,48048
2017,2,Eixample,6,la Sagrada Família,2028,46770
2017,2,Eixample,6,la Sagrada Família,2029,49217
2017,2,Eixample,6,la Sagrada Família,2030,36539
2017,2,Eixample,6,la Sagrada Família,2031,55030
2017,2,Eixample,6,la Sagrada Família,2032,48917
2017,2,Eixample,6,la Sagrada Família,2033,43721
2017,2,Eixample,6,la Sagrada Família,2034,36371
2017,2,Eixample,6,la Sagrada Família,2035,46727
2017,2,Eixample,6,la Sagrada Família,2036,54628
2017,2,Eixample,6,la Sagrada Família,2037,54752
2017,2,Eixample,6,la Sagrada Família,2038,54373
2017,2,Eixample,6,la Sagrada Família,2039,43472
2017,2,Eixample,6,la Sagrada Família,2040,39826
2017,2,Eixample,6,la Sagrada Família,2041,43848
2017,2,Eixample,6,la Sagrada Família,2042,56212
2017,2,Eixample,6,la Sagrada Família,2043,54052
2017,2,Eixample,6,la Sagrada Família,2044,41433
2017,2,Eixample,6,la Sagrada Família,2045,54404
2017,2,Eixample,6,la Sagrada Família,2046,41439
2017,2,Eixample,6,la Sagrada Família,2047,46216
2017,2,Eixample,6,la Sagrada Família,2048,46809
2017,2,Eixample,6,la Sagrada Família,2049,39945
2017,2,Eixample,6,la Sagrada Família,2050,42690
2017,2,Eixample,6,la Sagrada Família,2051,42796
2017,2,Eixample,6,la Sagrada Família,2052,46215
2017,2,Eixample,6,la Sagrada Família,2053,45858
2017,2,Eixample,6,la Sagrada Família,2054,49684
2017,2,Eixample,7,la Dreta de l'Eixample,2055,50524
2017,2,Eixample,7,la Dreta de l'Eixample,2056,48319
2017,2,Eixample,7,la Dreta de l'Eixample,2057,67912
2017,2,Eixample,7,la Dreta de l'Eixample,2058,56494
2017,2,Eixample,7,la Dreta de l'Eixample,2059,63426
2017,2,Eixample,7,la Dreta de l'Eixample,2060,58250
2017,2,Eixample,7,la Dreta de l'Eixample,2061,45856
2017,2,Eixample,7,la Dreta de l'Eixample,2062,61088
2017,2,Eixample,7,la Dreta de l'Eixample,2063,89090
2017,2,Eixample,7,la Dreta de l'Eixample,2064,72401
2017,2,Eixample,7,la Dreta de l'Eixample,2065,57071
2017,2,Eixample,7,la Dreta de l'Eixample,2066,54898
2017,2,Eixample,7,la Dreta de l'Eixample,2067,46640
2017,2,Eixample,7,la Dreta de l'Eixample,2068,50376
2017,2,Eixample,7,la Dreta de l'Eixample,2069,60370
2017,2,Eixample,7,la Dreta de l'Eixample,2070,60223
2017,2,Eixample,7,la Dreta de l'Eixample,2071,66989
2017,2,Eixample,7,la Dreta de l'Eixample,2072,75905
2017,2,Eixample,7,la Dreta de l'Eixample,2073,67896
2017,2,Eixample,7,la Dreta de l'Eixample,2074,69730
2017,2,Eixample,7,la Dreta de l'Eixample,2075,60961
2017,2,Eixample,7,la Dreta de l'Eixample,2076,73431
2017,2,Eixample,7,la Dreta de l'Eixample,2077,67786
2017,2,Eixample,7,la Dreta de l'Eixample,2078,84478
2017,2,Eixample,7,la Dreta de l'Eixample,2079,81533
2017,2,Eixample,7,la Dreta de l'Eixample,2080,80375
2017,2,Eixample,7,la Dreta de l'Eixample,2081,74503
2017,2,Eixample,7,la Dreta de l'Eixample,2082,69500
2017,2,Eixample,7,la Dreta de l'Eixample,2083,92056
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2084,58160
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2085,61868
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2086,62639
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2087,57039
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2088,62464
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2089,59348
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2090,50724
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2091,54088
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2092,52123
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2093,55297
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2094,57108
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2095,54426
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2096,50060
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2097,45318
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2098,48588
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2099,62892
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2100,53941
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2101,52646
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2102,62797
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2103,44190
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2104,60231
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2105,47408
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2106,62994
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2107,64743
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2108,69584
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2109,70077
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2110,48827
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2111,52561
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2112,69311
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2113,67295
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2114,50607
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2115,48712
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2116,68507
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2117,55846
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2118,63407
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2119,56902
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2120,50519
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2121,51825
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2122,70049
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2123,48072
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2124,55734
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2125,54836
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2126,55910
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2127,46563
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2128,44562
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2129,54419
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2130,86887
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2131,47611
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2132,50535
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2133,52695
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2134,47043
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2135,42109
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2136,53178
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2137,42304
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2138,56104
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2139,43018
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2140,49369
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2141,49591
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2142,42234
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2143,53565
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2144,56076
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2145,50431
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2146,49407
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2147,44958
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2148,47490
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,2149,50300
2017,2,Eixample,10,Sant Antoni,2150,43266
2017,2,Eixample,10,Sant Antoni,2151,47862
2017,2,Eixample,10,Sant Antoni,2152,52258
2017,2,Eixample,10,Sant Antoni,2153,54362
2017,2,Eixample,10,Sant Antoni,2154,40667
2017,2,Eixample,10,Sant Antoni,2155,41595
2017,2,Eixample,10,Sant Antoni,2156,46822
2017,2,Eixample,10,Sant Antoni,2157,42583
2017,2,Eixample,10,Sant Antoni,2158,47775
2017,2,Eixample,10,Sant Antoni,2159,47999
2017,2,Eixample,10,Sant Antoni,2160,52345
2017,2,Eixample,10,Sant Antoni,2161,46250
2017,2,Eixample,10,Sant Antoni,2162,39838
2017,2,Eixample,10,Sant Antoni,2163,49699
2017,2,Eixample,10,Sant Antoni,2164,50531
2017,2,Eixample,10,Sant Antoni,2165,45968
2017,2,Eixample,10,Sant Antoni,2166,42714
2017,2,Eixample,10,Sant Antoni,2167,48932
2017,2,Eixample,10,Sant Antoni,2168,43505
2017,2,Eixample,10,Sant Antoni,2169,42806
2017,2,Eixample,10,Sant Antoni,2170,44252
2017,2,Eixample,10,Sant Antoni,2171,39563
2017,2,Eixample,10,Sant Antoni,2172,39770
2017,2,Eixample,10,Sant Antoni,2173,44178
2017,3,Sants-Montjuïc,11,el Poble Sec,3001,38143
2017,3,Sants-Montjuïc,11,el Poble Sec,3002,32270
2017,3,Sants-Montjuïc,11,el Poble Sec,3003,31934
2017,3,Sants-Montjuïc,11,el Poble Sec,3004,36638
2017,3,Sants-Montjuïc,11,el Poble Sec,3005,32848
2017,3,Sants-Montjuïc,11,el Poble Sec,3006,34677
2017,3,Sants-Montjuïc,11,el Poble Sec,3007,35645
2017,3,Sants-Montjuïc,11,el Poble Sec,3008,31926
2017,3,Sants-Montjuïc,11,el Poble Sec,3009,35895
2017,3,Sants-Montjuïc,11,el Poble Sec,3010,33374
2017,3,Sants-Montjuïc,11,el Poble Sec,3011,27908
2017,3,Sants-Montjuïc,11,el Poble Sec,3012,32962
2017,3,Sants-Montjuïc,11,el Poble Sec,3013,30112
2017,3,Sants-Montjuïc,11,el Poble Sec,3014,30049
2017,3,Sants-Montjuïc,11,el Poble Sec,3015,32765
2017,3,Sants-Montjuïc,11,el Poble Sec,3016,31983
2017,3,Sants-Montjuïc,11,el Poble Sec,3017,28762
2017,3,Sants-Montjuïc,11,el Poble Sec,3018,36463
2017,3,Sants-Montjuïc,11,el Poble Sec,3019,33206
2017,3,Sants-Montjuïc,11,el Poble Sec,3020,40619
2017,3,Sants-Montjuïc,11,el Poble Sec,3021,40489
2017,3,Sants-Montjuïc,11,el Poble Sec,3022,36534
2017,3,Sants-Montjuïc,11,el Poble Sec,3023,33281
2017,3,Sants-Montjuïc,11,el Poble Sec,3024,34594
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,3025,27340
2017,3,Sants-Montjuïc,13,la Marina de Port,3026,35466
2017,3,Sants-Montjuïc,13,la Marina de Port,3027,37612
2017,3,Sants-Montjuïc,13,la Marina de Port,3028,47582
2017,3,Sants-Montjuïc,13,la Marina de Port,3029,32274
2017,3,Sants-Montjuïc,13,la Marina de Port,3030,37983
2017,3,Sants-Montjuïc,13,la Marina de Port,3031,36504
2017,3,Sants-Montjuïc,13,la Marina de Port,3032,29383
2017,3,Sants-Montjuïc,13,la Marina de Port,3033,26966
2017,3,Sants-Montjuïc,13,la Marina de Port,3034,38188
2017,3,Sants-Montjuïc,13,la Marina de Port,3035,39844
2017,3,Sants-Montjuïc,13,la Marina de Port,3036,43890
2017,3,Sants-Montjuïc,13,la Marina de Port,3037,43809
2017,3,Sants-Montjuïc,13,la Marina de Port,3038,28494
2017,3,Sants-Montjuïc,13,la Marina de Port,3039,27869
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3040,44638
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3041,39252
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3042,38587
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3043,40049
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3044,39149
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3045,39234
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,3046,54056
2017,3,Sants-Montjuïc,15,Hostafrancs,3047,37473
2017,3,Sants-Montjuïc,15,Hostafrancs,3048,47674
2017,3,Sants-Montjuïc,15,Hostafrancs,3049,42650
2017,3,Sants-Montjuïc,15,Hostafrancs,3050,41600
2017,3,Sants-Montjuïc,15,Hostafrancs,3051,36269
2017,3,Sants-Montjuïc,15,Hostafrancs,3052,34589
2017,3,Sants-Montjuïc,15,Hostafrancs,3053,38296
2017,3,Sants-Montjuïc,15,Hostafrancs,3054,45711
2017,3,Sants-Montjuïc,15,Hostafrancs,3055,39695
2017,3,Sants-Montjuïc,15,Hostafrancs,3056,40025
2017,3,Sants-Montjuïc,16,la Bordeta,3057,35350
2017,3,Sants-Montjuïc,16,la Bordeta,3058,48785
2017,3,Sants-Montjuïc,16,la Bordeta,3059,35098
2017,3,Sants-Montjuïc,16,la Bordeta,3060,46731
2017,3,Sants-Montjuïc,16,la Bordeta,3061,34105
2017,3,Sants-Montjuïc,16,la Bordeta,3062,37884
2017,3,Sants-Montjuïc,16,la Bordeta,3063,40049
2017,3,Sants-Montjuïc,16,la Bordeta,3064,44588
2017,3,Sants-Montjuïc,16,la Bordeta,3065,48248
2017,3,Sants-Montjuïc,16,la Bordeta,3066,41782
2017,3,Sants-Montjuïc,16,la Bordeta,3067,42972
2017,3,Sants-Montjuïc,16,la Bordeta,3068,35658
2017,3,Sants-Montjuïc,16,la Bordeta,3069,46171
2017,3,Sants-Montjuïc,17,Sants - Badal,3070,35826
2017,3,Sants-Montjuïc,17,Sants - Badal,3071,32237
2017,3,Sants-Montjuïc,17,Sants - Badal,3072,33068
2017,3,Sants-Montjuïc,17,Sants - Badal,3073,42917
2017,3,Sants-Montjuïc,17,Sants - Badal,3074,37930
2017,3,Sants-Montjuïc,17,Sants - Badal,3075,39532
2017,3,Sants-Montjuïc,17,Sants - Badal,3076,34745
2017,3,Sants-Montjuïc,17,Sants - Badal,3077,38643
2017,3,Sants-Montjuïc,17,Sants - Badal,3078,38761
2017,3,Sants-Montjuïc,17,Sants - Badal,3079,35519
2017,3,Sants-Montjuïc,17,Sants - Badal,3080,39923
2017,3,Sants-Montjuïc,17,Sants - Badal,3081,42896
2017,3,Sants-Montjuïc,17,Sants - Badal,3082,48497
2017,3,Sants-Montjuïc,17,Sants - Badal,3083,43791
2017,3,Sants-Montjuïc,17,Sants - Badal,3084,44039
2017,3,Sants-Montjuïc,17,Sants - Badal,3085,40847
2017,3,Sants-Montjuïc,18,Sants,3086,55722
2017,3,Sants-Montjuïc,18,Sants,3087,50812
2017,3,Sants-Montjuïc,18,Sants,3088,41125
2017,3,Sants-Montjuïc,18,Sants,3089,46451
2017,3,Sants-Montjuïc,18,Sants,3090,54485
2017,3,Sants-Montjuïc,18,Sants,3091,51278
2017,3,Sants-Montjuïc,18,Sants,3092,43467
2017,3,Sants-Montjuïc,18,Sants,3093,46754
2017,3,Sants-Montjuïc,18,Sants,3094,43952
2017,3,Sants-Montjuïc,18,Sants,3095,40238
2017,3,Sants-Montjuïc,18,Sants,3096,38738
2017,3,Sants-Montjuïc,18,Sants,3097,28084
2017,3,Sants-Montjuïc,18,Sants,3098,36422
2017,3,Sants-Montjuïc,18,Sants,3099,36920
2017,3,Sants-Montjuïc,18,Sants,3100,38705
2017,3,Sants-Montjuïc,18,Sants,3101,36979
2017,3,Sants-Montjuïc,18,Sants,3102,40903
2017,3,Sants-Montjuïc,18,Sants,3103,39944
2017,3,Sants-Montjuïc,18,Sants,3104,38529
2017,3,Sants-Montjuïc,18,Sants,3105,36156
2017,3,Sants-Montjuïc,18,Sants,3106,39165
2017,3,Sants-Montjuïc,18,Sants,3107,44574
2017,3,Sants-Montjuïc,18,Sants,3108,40548
2017,3,Sants-Montjuïc,18,Sants,3109,42735
2017,3,Sants-Montjuïc,18,Sants,3110,43631
2017,3,Sants-Montjuïc,18,Sants,3111,42454
2017,3,Sants-Montjuïc,18,Sants,3112,56622
2017,3,Sants-Montjuïc,18,Sants,3113,60799
2017,3,Sants-Montjuïc,18,Sants,3114,58726
2017,3,Sants-Montjuïc,13,la Marina de Port,3211,44147
2017,3,Sants-Montjuïc,13,la Marina de Port,3212,35259
2017,3,Sants-Montjuïc,13,la Marina de Port,3213,31806
2017,4,Les Corts,19,les Corts,4001,53313
2017,4,Les Corts,19,les Corts,4002,65438
2017,4,Les Corts,19,les Corts,4003,59074
2017,4,Les Corts,19,les Corts,4004,53161
2017,4,Les Corts,19,les Corts,4005,50091
2017,4,Les Corts,19,les Corts,4006,53167
2017,4,Les Corts,19,les Corts,4007,43829
2017,4,Les Corts,19,les Corts,4008,44978
2017,4,Les Corts,19,les Corts,4009,51767
2017,4,Les Corts,19,les Corts,4010,64561
2017,4,Les Corts,19,les Corts,4011,67028
2017,4,Les Corts,19,les Corts,4012,57421
2017,4,Les Corts,19,les Corts,4013,66106
2017,4,Les Corts,19,les Corts,4014,61634
2017,4,Les Corts,19,les Corts,4015,63545
2017,4,Les Corts,19,les Corts,4016,61067
2017,4,Les Corts,19,les Corts,4017,58112
2017,4,Les Corts,19,les Corts,4018,62473
2017,4,Les Corts,19,les Corts,4019,88360
2017,4,Les Corts,19,les Corts,4020,69263
2017,4,Les Corts,19,les Corts,4021,76475
2017,4,Les Corts,19,les Corts,4022,59552
2017,4,Les Corts,19,les Corts,4023,122283
2017,4,Les Corts,19,les Corts,4024,122283
2017,4,Les Corts,19,les Corts,4025,55609
2017,4,Les Corts,19,les Corts,4026,59346
2017,4,Les Corts,19,les Corts,4027,55334
2017,4,Les Corts,19,les Corts,4028,50829
2017,4,Les Corts,19,les Corts,4029,74941
2017,4,Les Corts,19,les Corts,4030,65227
2017,4,Les Corts,19,les Corts,4031,54304
2017,4,Les Corts,19,les Corts,4032,52208
2017,4,Les Corts,19,les Corts,4033,49974
2017,4,Les Corts,19,les Corts,4034,74784
2017,4,Les Corts,19,les Corts,4035,60079
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4036,47224
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4037,54091
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4038,54613
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4039,49828
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4040,40366
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4041,41180
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4042,40598
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4043,65957
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4044,48665
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4045,47682
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4046,78763
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4047,65163
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4048,65721
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4049,95442
2017,4,Les Corts,21,Pedralbes,4050,122283
2017,4,Les Corts,21,Pedralbes,4051,65024
2017,4,Les Corts,21,Pedralbes,4052,122283
2017,4,Les Corts,21,Pedralbes,4053,79208
2017,4,Les Corts,21,Pedralbes,4054,106834
2017,4,Les Corts,21,Pedralbes,4055,122283
2017,4,Les Corts,21,Pedralbes,4056,122283
2017,4,Les Corts,20,la Maternitat i Sant Ramon,4084,71794
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5001,48157
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5002,91599
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5003,89128
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5004,122283
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5005,117207
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5006,122283
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5007,106229
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5008,103681
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5009,84089
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5010,76829
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5011,75324
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5012,62886
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5013,76215
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5014,90878
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5015,81546
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5016,65720
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5017,122283
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5018,73148
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5019,115519
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5020,85161
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5021,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5022,122129
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5023,63593
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5024,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5025,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5026,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5027,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5028,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5029,122283
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5030,122283
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5031,122283
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5032,122283
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5033,102133
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5034,76587
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5035,122283
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5036,122283
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5037,69749
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5038,61724
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5039,105559
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5040,63691
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5041,73188
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5042,69502
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5043,72776
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5044,62737
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5045,95062
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5046,122283
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5047,112061
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5048,112026
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5049,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5050,78166
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5051,118948
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5052,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5053,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5054,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5055,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5056,105681
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5057,118814
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5058,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5059,99010
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5060,122283
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5061,60849
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5062,83909
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5063,93317
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5064,72000
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5065,75242
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5066,96475
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5067,90535
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5068,72914
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5069,73905
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5070,69558
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5071,59462
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5072,78268
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5073,67503
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5074,85415
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5075,76972
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5076,78357
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5077,87708
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5078,85730
