year,district_code,district_name,neighborhood_code,neighborhood_name,census_tract,total_pax,F,M
2015,8,Nou Barris,50,les Roquetes,8071,1613,849,764
2015,8,Nou Barris,50,les Roquetes,8072,1178,614,564
2015,8,Nou Barris,50,les Roquetes,8073,1605,854,751
2015,8,Nou Barris,50,les Roquetes,8074,1431,743,688
2015,8,Nou Barris,51,Verdun,8075,1824,968,856
2015,8,Nou Barris,51,Verdun,8076,1568,830,738
2015,8,Nou Barris,51,Verdun,8077,1430,759,671
2015,8,Nou Barris,51,Verdun,8078,1470,786,684
2015,8,Nou Barris,51,Verdun,8079,1405,741,664
2015,8,Nou Barris,51,Verdun,8080,1448,795,653
2015,8,Nou Barris,51,Verdun,8081,1535,830,705
2015,8,Nou Barris,51,Verdun,8082,1546,858,688
2015,8,Nou Barris,52,la Prosperitat,8083,1255,662,593
2015,8,Nou Barris,52,la Prosperitat,8084,1151,612,539
2015,8,Nou Barris,52,la Prosperitat,8085,1433,734,699
2015,8,Nou Barris,52,la Prosperitat,8086,1660,903,757
2015,8,Nou Barris,52,la Prosperitat,8087,1250,668,582
2015,8,Nou Barris,52,la Prosperitat,8088,1244,647,597
2015,8,Nou Barris,52,la Prosperitat,8089,1233,652,581
2015,8,Nou Barris,52,la Prosperitat,8090,1195,634,561
2015,8,Nou Barris,52,la Prosperitat,8091,1157,568,589
2015,8,Nou Barris,52,la Prosperitat,8092,1004,511,493
2015,8,Nou Barris,52,la Prosperitat,8093,1240,630,610
2015,8,Nou Barris,52,la Prosperitat,8094,1480,775,705
2015,8,Nou Barris,52,la Prosperitat,8095,1076,560,516
2015,8,Nou Barris,52,la Prosperitat,8096,1446,742,704
2015,8,Nou Barris,52,la Prosperitat,8097,1337,701,636
2015,8,Nou Barris,52,la Prosperitat,8098,1240,643,597
2015,8,Nou Barris,52,la Prosperitat,8099,1308,672,636
2015,8,Nou Barris,52,la Prosperitat,8100,1215,663,552
2015,8,Nou Barris,52,la Prosperitat,8101,1690,917,773
2015,8,Nou Barris,52,la Prosperitat,8102,1360,722,638
2015,8,Nou Barris,53,la Trinitat Nova,8103,1494,742,752
2015,8,Nou Barris,53,la Trinitat Nova,8104,1214,676,538
2015,8,Nou Barris,53,la Trinitat Nova,8105,1619,836,783
2015,8,Nou Barris,53,la Trinitat Nova,8106,1236,654,582
2015,8,Nou Barris,53,la Trinitat Nova,8107,1772,915,857
2015,8,Nou Barris,54,Torre Baró,8108,1722,872,850
2015,8,Nou Barris,54,Torre Baró,8109,1012,486,526
2015,8,Nou Barris,55,Ciutat Meridiana,8110,1863,921,942
2015,8,Nou Barris,55,Ciutat Meridiana,8111,1566,821,745
2015,8,Nou Barris,55,Ciutat Meridiana,8112,1641,828,813
2015,8,Nou Barris,55,Ciutat Meridiana,8113,1706,842,864
2015,8,Nou Barris,55,Ciutat Meridiana,8114,1854,929,925
2015,8,Nou Barris,55,Ciutat Meridiana,8115,1609,812,797
2015,8,Nou Barris,56,Vallbona,8116,1334,678,656
2015,9,Sant Andreu,57,la Trinitat Vella,9001,2580,1197,1383
2015,9,Sant Andreu,57,la Trinitat Vella,9002,2178,1016,1162
2015,9,Sant Andreu,57,la Trinitat Vella,9003,2060,987,1073
2015,9,Sant Andreu,57,la Trinitat Vella,9004,1706,865,841
2015,9,Sant Andreu,57,la Trinitat Vella,9005,1544,766,778
2015,9,Sant Andreu,58,Baró de Viver,9006,1227,626,601
2015,9,Sant Andreu,58,Baró de Viver,9007,1255,647,608
2015,9,Sant Andreu,59,el Bon Pastor,9008,1894,942,952
2015,9,Sant Andreu,59,el Bon Pastor,9009,1416,729,687
2015,9,Sant Andreu,59,el Bon Pastor,9010,1780,916,864
2015,9,Sant Andreu,59,el Bon Pastor,9011,1880,948,932
2015,9,Sant Andreu,59,el Bon Pastor,9013,1874,967,907
2015,9,Sant Andreu,59,el Bon Pastor,9014,1935,874,1061
2015,9,Sant Andreu,59,el Bon Pastor,9015,1781,897,884
2015,9,Sant Andreu,60,Sant Andreu,9016,1404,741,663
2015,9,Sant Andreu,60,Sant Andreu,9017,1461,749,712
2015,9,Sant Andreu,60,Sant Andreu,9018,1462,751,711
2015,9,Sant Andreu,60,Sant Andreu,9019,2361,1206,1155
2015,9,Sant Andreu,60,Sant Andreu,9020,1139,617,522
2015,9,Sant Andreu,60,Sant Andreu,9021,1359,719,640
2015,9,Sant Andreu,60,Sant Andreu,9022,1206,640,566
2015,9,Sant Andreu,60,Sant Andreu,9023,1212,627,585
2015,9,Sant Andreu,60,Sant Andreu,9024,1137,618,519
2015,9,Sant Andreu,60,Sant Andreu,9025,1164,628,536
2015,9,Sant Andreu,60,Sant Andreu,9026,1529,810,719
2015,9,Sant Andreu,60,Sant Andreu,9027,1375,711,664
2015,9,Sant Andreu,60,Sant Andreu,9028,1602,824,778
2015,9,Sant Andreu,60,Sant Andreu,9029,1179,615,564
2015,9,Sant Andreu,60,Sant Andreu,9030,1446,779,667
2015,9,Sant Andreu,60,Sant Andreu,9031,1168,612,556
2015,9,Sant Andreu,60,Sant Andreu,9032,1891,1009,882
2015,9,Sant Andreu,60,Sant Andreu,9033,3091,1601,1490
2015,9,Sant Andreu,60,Sant Andreu,9034,1401,738,663
2015,9,Sant Andreu,60,Sant Andreu,9035,1574,830,744
2015,9,Sant Andreu,60,Sant Andreu,9036,1436,770,666
2015,9,Sant Andreu,60,Sant Andreu,9037,1360,746,614
2015,9,Sant Andreu,60,Sant Andreu,9038,1593,838,755
2015,9,Sant Andreu,60,Sant Andreu,9039,1567,827,740
2015,9,Sant Andreu,60,Sant Andreu,9040,1500,820,680
2015,9,Sant Andreu,60,Sant Andreu,9041,1416,774,642
2015,9,Sant Andreu,60,Sant Andreu,9042,1238,650,588
2015,9,Sant Andreu,60,Sant Andreu,9043,1325,703,622
2015,9,Sant Andreu,60,Sant Andreu,9044,1470,769,701
2015,9,Sant Andreu,60,Sant Andreu,9045,1427,751,676
2015,9,Sant Andreu,60,Sant Andreu,9046,1286,677,609
2015,9,Sant Andreu,60,Sant Andreu,9047,1477,796,681
2015,9,Sant Andreu,60,Sant Andreu,9048,1361,709,652
2015,9,Sant Andreu,60,Sant Andreu,9049,1288,714,574
2015,9,Sant Andreu,60,Sant Andreu,9050,1567,834,733
2015,9,Sant Andreu,60,Sant Andreu,9051,1206,642,564
2015,9,Sant Andreu,60,Sant Andreu,9052,1151,601,550
2015,9,Sant Andreu,60,Sant Andreu,9053,1507,831,676
2015,9,Sant Andreu,60,Sant Andreu,9054,1155,616,539
2015,9,Sant Andreu,61,la Sagrera,9055,1701,901,800
2015,9,Sant Andreu,61,la Sagrera,9056,1183,640,543
2015,9,Sant Andreu,61,la Sagrera,9057,1535,828,707
2015,9,Sant Andreu,61,la Sagrera,9058,1433,763,670
2015,9,Sant Andreu,61,la Sagrera,9059,1351,684,667
2015,9,Sant Andreu,61,la Sagrera,9060,1353,729,624
2015,9,Sant Andreu,61,la Sagrera,9061,1673,876,797
2015,9,Sant Andreu,61,la Sagrera,9062,1119,579,540
2015,9,Sant Andreu,61,la Sagrera,9063,1156,591,565
2015,9,Sant Andreu,61,la Sagrera,9064,1201,643,558
2015,9,Sant Andreu,61,la Sagrera,9065,2010,1091,919
2015,9,Sant Andreu,61,la Sagrera,9066,1403,731,672
2015,9,Sant Andreu,61,la Sagrera,9067,1388,767,621
2015,9,Sant Andreu,61,la Sagrera,9068,1539,799,740
2015,9,Sant Andreu,61,la Sagrera,9069,959,543,416
2015,9,Sant Andreu,61,la Sagrera,9070,1795,956,839
2015,9,Sant Andreu,61,la Sagrera,9071,1797,967,830
2015,9,Sant Andreu,61,la Sagrera,9072,1503,831,672
2015,9,Sant Andreu,61,la Sagrera,9073,1545,815,730
2015,9,Sant Andreu,61,la Sagrera,9156,1255,663,592
2015,9,Sant Andreu,62,el Congrés i els Indians,9074,1581,868,713
2015,9,Sant Andreu,62,el Congrés i els Indians,9075,1449,813,636
2015,9,Sant Andreu,62,el Congrés i els Indians,9076,1411,784,627
2015,9,Sant Andreu,62,el Congrés i els Indians,9077,1527,862,665
2015,9,Sant Andreu,62,el Congrés i els Indians,9078,1486,792,694
2015,9,Sant Andreu,62,el Congrés i els Indians,9079,1560,844,716
2015,9,Sant Andreu,62,el Congrés i els Indians,9080,1332,681,651
2015,9,Sant Andreu,62,el Congrés i els Indians,9081,1786,966,820
2015,9,Sant Andreu,62,el Congrés i els Indians,9082,1914,1042,872
2015,9,Sant Andreu,63,Navas,9083,1594,859,735
2015,9,Sant Andreu,63,Navas,9084,1690,895,795
2015,9,Sant Andreu,63,Navas,9085,1655,900,755
2015,9,Sant Andreu,63,Navas,9086,1413,775,638
2015,9,Sant Andreu,63,Navas,9087,1254,674,580
2015,9,Sant Andreu,63,Navas,9088,1932,1046,886
2015,9,Sant Andreu,63,Navas,9089,1457,807,650
2015,9,Sant Andreu,63,Navas,9090,1609,872,737
2015,9,Sant Andreu,63,Navas,9091,1863,987,876
2015,9,Sant Andreu,63,Navas,9092,1986,1049,937
2015,9,Sant Andreu,63,Navas,9093,1360,715,645
2015,9,Sant Andreu,63,Navas,9094,2028,1071,957
2015,9,Sant Andreu,63,Navas,9095,2125,1127,998
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10001,1615,853,762
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10002,1714,897,817
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10003,1556,793,763
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10004,1488,805,683
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10005,1612,873,739
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10006,1759,961,798
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10007,1349,690,659
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10008,1707,923,784
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10009,1606,859,747
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10010,1703,930,773
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10011,1227,664,563
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10012,1804,942,862
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10013,1374,748,626
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10014,1466,791,675
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10015,1793,934,859
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10016,1277,666,611
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10017,1694,909,785
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10018,1378,725,653
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10019,1635,876,759
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10020,1466,774,692
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10021,1338,686,652
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10022,1297,680,617
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10023,1437,758,679
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10024,1481,781,700
2015,10,Sant Martí,64,Camp de l'Arpa del Clot,10025,1392,747,645
2015,10,Sant Martí,65,el Clot,10026,1534,802,732
2015,10,Sant Martí,65,el Clot,10027,1497,787,710
2015,10,Sant Martí,65,el Clot,10028,1808,924,884
2015,10,Sant Martí,65,el Clot,10029,1466,762,704
2015,10,Sant Martí,65,el Clot,10030,1698,902,796
2015,10,Sant Martí,65,el Clot,10031,1540,800,740
2015,10,Sant Martí,65,el Clot,10032,1465,757,708
2015,10,Sant Martí,65,el Clot,10033,897,493,404
2015,10,Sant Martí,65,el Clot,10034,1746,886,860
2015,10,Sant Martí,65,el Clot,10035,2065,1050,1015
2015,10,Sant Martí,65,el Clot,10036,1449,722,727
2015,10,Sant Martí,65,el Clot,10037,1043,545,498
2015,10,Sant Martí,65,el Clot,10038,1679,872,807
2015,10,Sant Martí,65,el Clot,10039,1743,944,799
2015,10,Sant Martí,65,el Clot,10040,1843,960,883
2015,10,Sant Martí,65,el Clot,10041,1565,784,781
2015,10,Sant Martí,65,el Clot,10234,1894,1006,888
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10042,2418,1247,1171
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10043,1851,928,923
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10044,1499,759,740
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10045,1281,694,587
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10046,1282,662,620
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10047,1858,935,923
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10048,1611,833,778
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10049,1298,673,625
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10050,1615,864,751
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,10051,1569,816,753
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,10052,2330,1161,1169
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,10053,1812,918,894
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,10054,1009,526,483
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,10055,2611,1336,1275
2015,10,Sant Martí,68,el Poblenou,10056,1839,916,923
2015,10,Sant Martí,68,el Poblenou,10057,1335,660,675
2015,10,Sant Martí,68,el Poblenou,10058,1118,583,535
2015,10,Sant Martí,68,el Poblenou,10059,1618,834,784
2015,10,Sant Martí,68,el Poblenou,10060,1597,791,806
2015,10,Sant Martí,68,el Poblenou,10061,1777,924,853
2015,10,Sant Martí,68,el Poblenou,10062,1591,805,786
2015,10,Sant Martí,68,el Poblenou,10063,1258,657,601
2015,10,Sant Martí,68,el Poblenou,10064,1687,870,817
2015,10,Sant Martí,68,el Poblenou,10065,1590,808,782
2015,10,Sant Martí,68,el Poblenou,10066,2119,1077,1042
2015,10,Sant Martí,68,el Poblenou,10067,1942,1025,917
2015,10,Sant Martí,68,el Poblenou,10068,1578,792,786
2015,10,Sant Martí,68,el Poblenou,10069,2175,1155,1020
2015,10,Sant Martí,68,el Poblenou,10070,1645,883,762
2015,10,Sant Martí,68,el Poblenou,10071,1799,912,887
2015,10,Sant Martí,68,el Poblenou,10072,2047,1039,1008
2015,10,Sant Martí,68,el Poblenou,10073,1507,791,716
2015,10,Sant Martí,68,el Poblenou,10074,1717,892,825
2015,10,Sant Martí,68,el Poblenou,10075,1498,764,734
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10076,2036,1064,972
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10077,1863,917,946
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10078,2230,1128,1102
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10079,1803,931,872
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10080,2455,1220,1235
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10235,1329,710,619
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10236,1658,876,782
2015,10,Sant Martí,70,el Besòs i el Maresme,10081,1891,950,941
2015,10,Sant Martí,70,el Besòs i el Maresme,10082,1983,909,1074
2015,10,Sant Martí,70,el Besòs i el Maresme,10083,2227,943,1284
2015,10,Sant Martí,70,el Besòs i el Maresme,10084,1587,792,795
2015,10,Sant Martí,70,el Besòs i el Maresme,10085,2008,968,1040
2015,10,Sant Martí,70,el Besòs i el Maresme,10086,1960,981,979
2015,10,Sant Martí,70,el Besòs i el Maresme,10087,1746,894,852
2015,10,Sant Martí,70,el Besòs i el Maresme,10088,1595,818,777
2015,10,Sant Martí,70,el Besòs i el Maresme,10089,1875,895,980
2015,10,Sant Martí,70,el Besòs i el Maresme,10090,1349,715,634
2015,10,Sant Martí,70,el Besòs i el Maresme,10091,1999,1023,976
2015,10,Sant Martí,70,el Besòs i el Maresme,10092,1522,806,716
2015,10,Sant Martí,70,el Besòs i el Maresme,10093,1102,555,547
2015,10,Sant Martí,71,Provençals del Poblenou,10094,2621,1310,1311
2015,10,Sant Martí,71,Provençals del Poblenou,10095,1279,640,639
2015,10,Sant Martí,71,Provençals del Poblenou,10096,1567,826,741
2015,10,Sant Martí,71,Provençals del Poblenou,10097,1569,821,748
2015,10,Sant Martí,71,Provençals del Poblenou,10098,1881,972,909
2015,10,Sant Martí,71,Provençals del Poblenou,10099,1094,564,530
2015,10,Sant Martí,71,Provençals del Poblenou,10100,1588,841,747
2015,10,Sant Martí,71,Provençals del Poblenou,10101,1349,662,687
2015,10,Sant Martí,71,Provençals del Poblenou,10102,2570,1343,1227
2015,10,Sant Martí,71,Provençals del Poblenou,10103,2200,1151,1049
2015,10,Sant Martí,71,Provençals del Poblenou,10104,1680,872,808
2015,10,Sant Martí,71,Provençals del Poblenou,10237,765,418,347
2015,10,Sant Martí,72,Sant Martí de Provençals,10105,2234,1199,1035
2015,10,Sant Martí,72,Sant Martí de Provençals,10106,1021,537,484
2015,10,Sant Martí,72,Sant Martí de Provençals,10107,1518,796,722
2015,10,Sant Martí,72,Sant Martí de Provençals,10108,1356,723,633
2015,10,Sant Martí,72,Sant Martí de Provençals,10109,1521,833,688
2015,10,Sant Martí,72,Sant Martí de Provençals,10110,1628,900,728
2015,10,Sant Martí,72,Sant Martí de Provençals,10111,1308,680,628
2015,10,Sant Martí,72,Sant Martí de Provençals,10112,1581,813,768
2015,10,Sant Martí,72,Sant Martí de Provençals,10113,1197,629,568
2015,10,Sant Martí,72,Sant Martí de Provençals,10114,1366,728,638
2015,10,Sant Martí,72,Sant Martí de Provençals,10115,1418,730,688
2015,10,Sant Martí,72,Sant Martí de Provençals,10116,1865,984,881
2015,10,Sant Martí,72,Sant Martí de Provençals,10117,1296,684,612
2015,10,Sant Martí,72,Sant Martí de Provençals,10118,1004,532,472
2015,10,Sant Martí,72,Sant Martí de Provençals,10119,1119,598,521
2015,10,Sant Martí,72,Sant Martí de Provençals,10120,1411,798,613
2015,10,Sant Martí,72,Sant Martí de Provençals,10121,1565,826,739
2015,10,Sant Martí,72,Sant Martí de Provençals,10122,1563,810,753
2015,10,Sant Martí,73,la Verneda i la Pau,10123,1402,720,682
2015,10,Sant Martí,73,la Verneda i la Pau,10124,1118,566,552
2015,10,Sant Martí,73,la Verneda i la Pau,10125,1132,585,547
2015,10,Sant Martí,73,la Verneda i la Pau,10126,1085,575,510
2015,10,Sant Martí,73,la Verneda i la Pau,10127,1000,506,494
2015,10,Sant Martí,73,la Verneda i la Pau,10128,1629,867,762
2015,10,Sant Martí,73,la Verneda i la Pau,10129,1201,617,584
2015,10,Sant Martí,73,la Verneda i la Pau,10130,1174,626,548
2015,10,Sant Martí,73,la Verneda i la Pau,10131,1179,638,541
2015,10,Sant Martí,73,la Verneda i la Pau,10132,1250,664,586
2015,10,Sant Martí,73,la Verneda i la Pau,10133,1689,890,799
2015,10,Sant Martí,73,la Verneda i la Pau,10134,1526,830,696
2015,10,Sant Martí,73,la Verneda i la Pau,10135,1208,644,564
2015,10,Sant Martí,73,la Verneda i la Pau,10136,1362,703,659
2015,10,Sant Martí,73,la Verneda i la Pau,10137,1582,818,764
2015,10,Sant Martí,73,la Verneda i la Pau,10138,1535,793,742
2015,10,Sant Martí,73,la Verneda i la Pau,10139,1613,815,798
2015,10,Sant Martí,73,la Verneda i la Pau,10140,1627,877,750
2015,10,Sant Martí,73,la Verneda i la Pau,10141,1104,584,520
2015,10,Sant Martí,73,la Verneda i la Pau,10142,1608,852,756
2015,10,Sant Martí,73,la Verneda i la Pau,10143,1703,883,820
2016,1,Ciutat Vella,1,el Raval,1001,1309,570,739
2016,1,Ciutat Vella,1,el Raval,1002,1546,681,865
2016,1,Ciutat Vella,1,el Raval,1003,3420,1546,1874
2016,1,Ciutat Vella,1,el Raval,1004,2753,1235,1518
2016,1,Ciutat Vella,1,el Raval,1005,2481,1088,1393
2016,1,Ciutat Vella,1,el Raval,1006,1549,672,877
2016,1,Ciutat Vella,1,el Raval,1007,2050,805,1245
2016,1,Ciutat Vella,1,el Raval,1008,3447,1306,2141
2016,1,Ciutat Vella,1,el Raval,1009,2151,951,1200
2016,1,Ciutat Vella,1,el Raval,1010,2482,1048,1434
2016,1,Ciutat Vella,1,el Raval,1011,3302,1423,1879
2016,1,Ciutat Vella,1,el Raval,1012,1878,900,978
2016,1,Ciutat Vella,1,el Raval,1013,1352,686,666
2016,1,Ciutat Vella,1,el Raval,1014,1936,917,1019
2016,1,Ciutat Vella,1,el Raval,1015,2270,1089,1181
2016,1,Ciutat Vella,1,el Raval,1016,2204,1084,1120
2016,1,Ciutat Vella,1,el Raval,1017,2625,1272,1353
2016,1,Ciutat Vella,1,el Raval,1018,1577,757,820
2016,1,Ciutat Vella,1,el Raval,1019,2810,1273,1537
2016,1,Ciutat Vella,1,el Raval,1020,2072,1102,970
2016,1,Ciutat Vella,1,el Raval,1021,1982,982,1000
2016,1,Ciutat Vella,2,el Barri Gòtic,1022,1209,652,557
2016,1,Ciutat Vella,2,el Barri Gòtic,1023,1943,1022,921
2016,1,Ciutat Vella,2,el Barri Gòtic,1025,1281,630,651
2016,1,Ciutat Vella,2,el Barri Gòtic,1026,2358,998,1360
2016,1,Ciutat Vella,2,el Barri Gòtic,1027,1611,772,839
2016,1,Ciutat Vella,2,el Barri Gòtic,1028,1895,959,936
2016,1,Ciutat Vella,2,el Barri Gòtic,1029,1376,666,710
2016,1,Ciutat Vella,2,el Barri Gòtic,1030,2453,1174,1279
2016,1,Ciutat Vella,2,el Barri Gòtic,1031,1603,694,909
2016,1,Ciutat Vella,3,la Barceloneta,1032,1777,877,900
2016,1,Ciutat Vella,3,la Barceloneta,1033,1138,519,619
2016,1,Ciutat Vella,3,la Barceloneta,1034,1001,515,486
2016,1,Ciutat Vella,3,la Barceloneta,1035,1326,646,680
2016,1,Ciutat Vella,3,la Barceloneta,1036,1172,624,548
2016,1,Ciutat Vella,3,la Barceloneta,1037,1474,770,704
2016,1,Ciutat Vella,3,la Barceloneta,1038,1501,717,784
2016,1,Ciutat Vella,3,la Barceloneta,1039,1295,637,658
2016,1,Ciutat Vella,3,la Barceloneta,1040,1109,549,560
2016,1,Ciutat Vella,3,la Barceloneta,1041,1474,717,757
2016,1,Ciutat Vella,3,la Barceloneta,1042,1801,976,825
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1043,1286,638,648
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1044,1448,759,689
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1045,1979,974,1005
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1046,1743,884,859
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1047,1795,929,866
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1048,2169,1061,1108
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1049,1493,782,711
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1050,1613,796,817
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1051,1835,909,926
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1052,2434,1163,1271
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1053,1955,1003,952
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1054,1343,669,674
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1055,1287,677,610
2016,2,Eixample,5,el Fort Pienc,2001,1285,663,622
2016,2,Eixample,5,el Fort Pienc,2002,2208,1034,1174
2016,2,Eixample,5,el Fort Pienc,2003,1271,728,543
2016,2,Eixample,5,el Fort Pienc,2004,1478,754,724
2016,2,Eixample,5,el Fort Pienc,2005,2080,1126,954
2016,2,Eixample,5,el Fort Pienc,2006,1611,842,769
2016,2,Eixample,5,el Fort Pienc,2007,1260,711,549
2016,2,Eixample,5,el Fort Pienc,2008,1884,1021,863
2016,2,Eixample,5,el Fort Pienc,2009,1750,948,802
2016,2,Eixample,5,el Fort Pienc,2010,1167,627,540
2016,2,Eixample,5,el Fort Pienc,2011,1101,569,532
2016,2,Eixample,5,el Fort Pienc,2012,1555,802,753
2016,2,Eixample,5,el Fort Pienc,2013,1160,598,562
2016,2,Eixample,5,el Fort Pienc,2014,1311,659,652
2016,2,Eixample,5,el Fort Pienc,2015,1545,814,731
2016,2,Eixample,5,el Fort Pienc,2016,1873,1023,850
2016,2,Eixample,5,el Fort Pienc,2017,1971,1059,912
2016,2,Eixample,5,el Fort Pienc,2018,1846,983,863
2016,2,Eixample,5,el Fort Pienc,2019,1934,1031,903
2016,2,Eixample,5,el Fort Pienc,2020,1403,768,635
2016,2,Eixample,6,la Sagrada Família,2021,1456,777,679
2016,2,Eixample,6,la Sagrada Família,2022,1278,660,618
2016,2,Eixample,6,la Sagrada Família,2023,1086,575,511
2016,2,Eixample,6,la Sagrada Família,2024,1095,605,490
2016,2,Eixample,6,la Sagrada Família,2025,1210,642,568
2016,2,Eixample,6,la Sagrada Família,2026,2132,1157,975
2016,2,Eixample,6,la Sagrada Família,2027,1971,1080,891
2016,2,Eixample,6,la Sagrada Família,2028,2050,1101,949
2016,2,Eixample,6,la Sagrada Família,2029,1177,632,545
2016,2,Eixample,6,la Sagrada Família,2030,1246,659,587
2016,2,Eixample,6,la Sagrada Família,2031,1070,559,511
2016,2,Eixample,6,la Sagrada Família,2032,1204,713,491
2016,2,Eixample,6,la Sagrada Família,2033,1175,648,527
2016,2,Eixample,6,la Sagrada Família,2034,1194,644,550
2016,2,Eixample,6,la Sagrada Família,2035,1324,695,629
2016,2,Eixample,6,la Sagrada Família,2036,1216,657,559
2016,2,Eixample,6,la Sagrada Família,2037,1219,637,582
2016,2,Eixample,6,la Sagrada Família,2038,1608,853,755
2016,2,Eixample,6,la Sagrada Família,2039,1722,978,744
2016,2,Eixample,6,la Sagrada Família,2040,1651,887,764
2016,2,Eixample,6,la Sagrada Família,2041,1634,906,728
2016,2,Eixample,6,la Sagrada Família,2042,1663,895,768
2016,2,Eixample,6,la Sagrada Família,2043,1463,790,673
2016,2,Eixample,6,la Sagrada Família,2044,1251,706,545
2016,2,Eixample,6,la Sagrada Família,2045,1185,649,536
2016,2,Eixample,6,la Sagrada Família,2046,1850,1002,848
2016,2,Eixample,6,la Sagrada Família,2047,1919,1020,899
2016,2,Eixample,6,la Sagrada Família,2048,1240,679,561
2016,2,Eixample,6,la Sagrada Família,2049,2049,1127,922
2016,2,Eixample,6,la Sagrada Família,2050,1616,881,735
2016,2,Eixample,6,la Sagrada Família,2051,1895,1056,839
2016,2,Eixample,6,la Sagrada Família,2052,1832,999,833
2016,2,Eixample,6,la Sagrada Família,2053,1824,979,845
2016,2,Eixample,6,la Sagrada Família,2054,1849,1018,831
2016,2,Eixample,7,la Dreta de l'Eixample,2055,1862,1008,854
2016,2,Eixample,7,la Dreta de l'Eixample,2056,1471,842,629
2016,2,Eixample,7,la Dreta de l'Eixample,2057,1257,667,590
2016,2,Eixample,7,la Dreta de l'Eixample,2058,1378,753,625
2016,2,Eixample,7,la Dreta de l'Eixample,2059,1682,921,761
2016,2,Eixample,7,la Dreta de l'Eixample,2060,1704,927,777
2016,2,Eixample,7,la Dreta de l'Eixample,2061,1317,731,586
2016,2,Eixample,7,la Dreta de l'Eixample,2062,1530,824,706
2016,2,Eixample,7,la Dreta de l'Eixample,2063,1203,734,469
2016,2,Eixample,7,la Dreta de l'Eixample,2064,1345,712,633
