year,district_code,district_name,neighborhood_code,neighborhood_name,census_tract,total_pax,F,M
2013,1,Ciutat Vella,1,el Raval,1001,1354,580,774
2013,1,Ciutat Vella,1,el Raval,1002,1578,708,870
2013,1,Ciutat Vella,1,el Raval,1003,3369,1534,1835
2013,1,Ciutat Vella,1,el Raval,1004,2904,1257,1647
2013,1,Ciutat Vella,1,el Raval,1005,2575,1093,1482
2013,1,Ciutat Vella,1,el Raval,1006,1754,764,990
2013,1,Ciutat Vella,1,el Raval,1007,2066,804,1262
2013,1,Ciutat Vella,1,el Raval,1008,3627,1421,2206
2013,1,Ciutat Vella,1,el Raval,1009,2286,1039,1247
2013,1,Ciutat Vella,1,el Raval,1010,2451,1027,1424
2013,1,Ciutat Vella,1,el Raval,1011,3495,1473,2022
2013,1,Ciutat Vella,1,el Raval,1012,1912,927,985
2013,1,Ciutat Vella,1,el Raval,1013,1375,727,648
2013,1,Ciutat Vella,1,el Raval,1014,2068,1001,1067
2013,1,Ciutat Vella,1,el Raval,1015,2294,1135,1159
2013,1,Ciutat Vella,1,el Raval,1016,2318,1115,1203
2013,1,Ciutat Vella,1,el Raval,1017,2672,1226,1446
2013,1,Ciutat Vella,1,el Raval,1018,1574,773,801
2013,1,Ciutat Vella,1,el Raval,1019,2906,1283,1623
2013,1,Ciutat Vella,1,el Raval,1020,2069,1121,948
2013,1,Ciutat Vella,1,el Raval,1021,2124,1061,1063
2013,1,Ciutat Vella,2,el Barri Gòtic,1022,1226,634,592
2013,1,Ciutat Vella,2,el Barri Gòtic,1023,2404,1174,1230
2013,1,Ciutat Vella,2,el Barri Gòtic,1025,1284,636,648
2013,1,Ciutat Vella,2,el Barri Gòtic,1026,2116,873,1243
2013,1,Ciutat Vella,2,el Barri Gòtic,1027,1619,768,851
2013,1,Ciutat Vella,2,el Barri Gòtic,1028,1939,873,1066
2013,1,Ciutat Vella,2,el Barri Gòtic,1029,1398,681,717
2013,1,Ciutat Vella,2,el Barri Gòtic,1030,2561,1173,1388
2013,1,Ciutat Vella,2,el Barri Gòtic,1031,1729,769,960
2013,1,Ciutat Vella,3,la Barceloneta,1032,1908,917,991
2013,1,Ciutat Vella,3,la Barceloneta,1033,1149,568,581
2013,1,Ciutat Vella,3,la Barceloneta,1034,1098,547,551
2013,1,Ciutat Vella,3,la Barceloneta,1035,1341,661,680
2013,1,Ciutat Vella,3,la Barceloneta,1036,1202,628,574
2013,1,Ciutat Vella,3,la Barceloneta,1037,1404,737,667
2013,1,Ciutat Vella,3,la Barceloneta,1038,1610,743,867
2013,1,Ciutat Vella,3,la Barceloneta,1039,1369,676,693
2013,1,Ciutat Vella,3,la Barceloneta,1040,1115,560,555
2013,1,Ciutat Vella,3,la Barceloneta,1041,1501,739,762
2013,1,Ciutat Vella,3,la Barceloneta,1042,1796,951,845
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1043,1213,574,639
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1044,1532,794,738
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1045,2126,1086,1040
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1046,1748,872,876
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1047,1853,974,879
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1048,2289,1140,1149
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1049,1423,742,681
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1050,1602,780,822
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1051,1892,933,959
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1052,2423,1153,1270
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1053,2031,1012,1019
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1054,1362,686,676
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1055,1277,687,590
2013,2,Eixample,5,el Fort Pienc,2001,1237,647,590
2013,2,Eixample,5,el Fort Pienc,2002,2207,1029,1178
2013,2,Eixample,5,el Fort Pienc,2003,1239,695,544
2013,2,Eixample,5,el Fort Pienc,2004,1501,778,723
2013,2,Eixample,5,el Fort Pienc,2005,2161,1149,1012
2013,2,Eixample,5,el Fort Pienc,2006,1612,855,757
2013,2,Eixample,5,el Fort Pienc,2007,1225,705,520
2013,2,Eixample,5,el Fort Pienc,2008,1826,999,827
2013,2,Eixample,5,el Fort Pienc,2009,1727,930,797
2013,2,Eixample,5,el Fort Pienc,2010,1198,655,543
2013,2,Eixample,5,el Fort Pienc,2011,1108,566,542
2013,2,Eixample,5,el Fort Pienc,2012,1572,817,755
2013,2,Eixample,5,el Fort Pienc,2013,1127,607,520
2013,2,Eixample,5,el Fort Pienc,2014,1338,695,643
2013,2,Eixample,5,el Fort Pienc,2015,1571,854,717
2013,2,Eixample,5,el Fort Pienc,2016,1880,1037,843
2013,2,Eixample,5,el Fort Pienc,2017,1953,1050,903
2013,2,Eixample,5,el Fort Pienc,2018,1832,986,846
2013,2,Eixample,5,el Fort Pienc,2019,1966,1058,908
2013,2,Eixample,5,el Fort Pienc,2020,1475,798,677
2013,2,Eixample,6,la Sagrada Família,2021,1481,784,697
2013,2,Eixample,6,la Sagrada Família,2022,1249,661,588
2013,2,Eixample,6,la Sagrada Família,2023,1092,566,526
2013,2,Eixample,6,la Sagrada Família,2024,1141,621,520
2013,2,Eixample,6,la Sagrada Família,2025,1190,638,552
2013,2,Eixample,6,la Sagrada Família,2026,2123,1151,972
2013,2,Eixample,6,la Sagrada Família,2027,2032,1104,928
2013,2,Eixample,6,la Sagrada Família,2028,2125,1159,966
2013,2,Eixample,6,la Sagrada Família,2029,1154,611,543
2013,2,Eixample,6,la Sagrada Família,2030,1233,659,574
2013,2,Eixample,6,la Sagrada Família,2031,1059,565,494
2013,2,Eixample,6,la Sagrada Família,2032,1246,723,523
2013,2,Eixample,6,la Sagrada Família,2033,1172,632,540
2013,2,Eixample,6,la Sagrada Família,2034,1157,652,505
2013,2,Eixample,6,la Sagrada Família,2035,1273,692,581
2013,2,Eixample,6,la Sagrada Família,2036,1233,654,579
2013,2,Eixample,6,la Sagrada Família,2037,1213,614,599
2013,2,Eixample,6,la Sagrada Família,2038,1652,871,781
2013,2,Eixample,6,la Sagrada Família,2039,1766,982,784
2013,2,Eixample,6,la Sagrada Família,2040,1634,866,768
2013,2,Eixample,6,la Sagrada Família,2041,1677,930,747
2013,2,Eixample,6,la Sagrada Família,2042,1682,881,801
2013,2,Eixample,6,la Sagrada Família,2043,1432,768,664
2013,2,Eixample,6,la Sagrada Família,2044,1245,697,548
2013,2,Eixample,6,la Sagrada Família,2045,1210,653,557
2013,2,Eixample,6,la Sagrada Família,2046,1871,1029,842
2013,2,Eixample,6,la Sagrada Família,2047,1886,1023,863
2013,2,Eixample,6,la Sagrada Família,2048,1299,712,587
2013,2,Eixample,6,la Sagrada Família,2049,2091,1145,946
2013,2,Eixample,6,la Sagrada Família,2050,1649,906,743
2013,2,Eixample,6,la Sagrada Família,2051,1987,1068,919
2013,2,Eixample,6,la Sagrada Família,2052,1808,990,818
2013,2,Eixample,6,la Sagrada Família,2053,1840,984,856
2013,2,Eixample,6,la Sagrada Família,2054,1919,1039,880
2013,2,Eixample,7,la Dreta de l'Eixample,2055,1883,1001,882
2013,2,Eixample,7,la Dreta de l'Eixample,2056,1465,831,634
2013,2,Eixample,7,la Dreta de l'Eixample,2057,1242,666,576
2013,2,Eixample,7,la Dreta de l'Eixample,2058,1381,759,622
2013,2,Eixample,7,la Dreta de l'Eixample,2059,1616,872,744
2013,2,Eixample,7,la Dreta de l'Eixample,2060,1683,918,765
2013,2,Eixample,7,la Dreta de l'Eixample,2061,1364,763,601
2013,2,Eixample,7,la Dreta de l'Eixample,2062,1595,865,730
2013,2,Eixample,7,la Dreta de l'Eixample,2063,1179,729,450
2013,2,Eixample,7,la Dreta de l'Eixample,2064,1404,741,663
2013,2,Eixample,7,la Dreta de l'Eixample,2065,1889,1028,861
2013,2,Eixample,7,la Dreta de l'Eixample,2066,1943,1038,905
2013,2,Eixample,7,la Dreta de l'Eixample,2067,1660,891,769
2013,2,Eixample,7,la Dreta de l'Eixample,2068,1697,904,793
2013,2,Eixample,7,la Dreta de l'Eixample,2069,1334,707,627
2013,2,Eixample,7,la Dreta de l'Eixample,2070,1330,752,578
2013,2,Eixample,7,la Dreta de l'Eixample,2071,1681,876,805
2013,2,Eixample,7,la Dreta de l'Eixample,2072,1180,625,555
2013,2,Eixample,7,la Dreta de l'Eixample,2073,1624,852,772
2013,2,Eixample,7,la Dreta de l'Eixample,2074,1134,580,554
2013,2,Eixample,7,la Dreta de l'Eixample,2075,1207,652,555
2013,2,Eixample,7,la Dreta de l'Eixample,2076,1661,889,772
2013,2,Eixample,7,la Dreta de l'Eixample,2077,1425,723,702
2013,2,Eixample,7,la Dreta de l'Eixample,2078,1460,822,638
2013,2,Eixample,7,la Dreta de l'Eixample,2079,1234,672,562
2013,2,Eixample,7,la Dreta de l'Eixample,2080,1429,787,642
2013,2,Eixample,7,la Dreta de l'Eixample,2081,2092,1173,919
2013,2,Eixample,7,la Dreta de l'Eixample,2082,967,547,420
2013,2,Eixample,7,la Dreta de l'Eixample,2083,1640,926,714
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2084,2043,1120,923
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2085,1449,798,651
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2086,1390,777,613
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2087,1446,790,656
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2088,1678,925,753
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2089,1889,998,891
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2090,1685,908,777
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2091,1840,929,911
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2092,1821,943,878
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2093,1551,802,749
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2094,1487,789,698
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2095,1562,813,749
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2096,1443,777,666
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2097,1133,606,527
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2098,1542,879,663
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2099,1472,791,681
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2100,1386,734,652
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2101,2124,1170,954
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2102,1375,780,595
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2103,1776,992,784
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2104,1121,609,512
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2105,2106,1180,926
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2106,1450,762,688
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2107,1617,892,725
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2108,1526,845,681
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2109,1926,1062,864
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2110,1916,1011,905
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2111,1781,997,784
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2112,1307,706,601
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2113,1870,987,883
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2114,1692,939,753
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2115,1376,751,625
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2116,1041,575,466
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2117,1206,627,579
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2118,1567,877,690
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2119,1311,722,589
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2120,1194,635,559
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2121,1275,686,589
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2122,1053,578,475
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2123,1101,587,514
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2124,1124,612,512
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2125,1713,937,776
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2126,1513,826,687
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2127,1119,572,547
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2128,1335,724,611
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2129,1539,840,699
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2130,1116,570,546
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2131,1220,656,564
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2132,1220,639,581
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2133,870,465,405
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2134,1476,801,675
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2135,2090,1138,952
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2136,900,471,429
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2137,1452,786,666
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2138,1915,1015,900
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2139,1688,901,787
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2140,1897,1021,876
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2141,1247,681,566
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2142,2020,1092,928
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2143,1253,655,598
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2144,1455,791,664
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2145,1257,639,618
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2146,1160,636,524
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2147,2200,1223,977
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2148,1632,855,777
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,2149,1789,936,853
2013,2,Eixample,10,Sant Antoni,2150,1483,798,685
2013,2,Eixample,10,Sant Antoni,2151,1507,812,695
2013,2,Eixample,10,Sant Antoni,2152,1280,716,564
2013,2,Eixample,10,Sant Antoni,2153,1331,729,602
2013,2,Eixample,10,Sant Antoni,2154,1060,570,490
2013,2,Eixample,10,Sant Antoni,2155,1866,1026,840
2013,2,Eixample,10,Sant Antoni,2156,1268,687,581
2013,2,Eixample,10,Sant Antoni,2157,1160,626,534
2013,2,Eixample,10,Sant Antoni,2158,1675,881,794
2013,2,Eixample,10,Sant Antoni,2159,1818,956,862
2013,2,Eixample,10,Sant Antoni,2160,2032,1074,958
2013,2,Eixample,10,Sant Antoni,2161,1139,609,530
2013,2,Eixample,10,Sant Antoni,2162,1349,707,642
2013,2,Eixample,10,Sant Antoni,2163,1767,950,817
2013,2,Eixample,10,Sant Antoni,2164,1443,763,680
2013,2,Eixample,10,Sant Antoni,2165,1579,818,761
2013,2,Eixample,10,Sant Antoni,2166,2100,1118,982
2013,2,Eixample,10,Sant Antoni,2167,2107,1097,1010
2013,2,Eixample,10,Sant Antoni,2168,2204,1159,1045
2013,2,Eixample,10,Sant Antoni,2169,1568,823,745
2013,2,Eixample,10,Sant Antoni,2170,1603,833,770
2013,2,Eixample,10,Sant Antoni,2171,1687,895,792
2013,2,Eixample,10,Sant Antoni,2172,1627,847,780
2013,2,Eixample,10,Sant Antoni,2173,1611,845,766
2013,3,Sants-Montjuïc,11,el Poble-sec,3001,1743,915,828
2013,3,Sants-Montjuïc,11,el Poble-sec,3002,2033,1072,961
2013,3,Sants-Montjuïc,11,el Poble-sec,3003,1676,876,800
2013,3,Sants-Montjuïc,11,el Poble-sec,3004,1584,813,771
2013,3,Sants-Montjuïc,11,el Poble-sec,3005,1231,652,579
2013,3,Sants-Montjuïc,11,el Poble-sec,3006,1401,698,703
2013,3,Sants-Montjuïc,11,el Poble-sec,3007,1668,860,808
2013,3,Sants-Montjuïc,11,el Poble-sec,3008,1236,643,593
2013,3,Sants-Montjuïc,11,el Poble-sec,3009,1236,658,578
2013,3,Sants-Montjuïc,11,el Poble-sec,3010,1725,893,832
2013,3,Sants-Montjuïc,11,el Poble-sec,3011,1881,939,942
2013,3,Sants-Montjuïc,11,el Poble-sec,3012,2263,1174,1089
2013,3,Sants-Montjuïc,11,el Poble-sec,3013,1911,922,989
2013,3,Sants-Montjuïc,11,el Poble-sec,3014,1917,921,996
2013,3,Sants-Montjuïc,11,el Poble-sec,3015,3164,1587,1577
2013,3,Sants-Montjuïc,11,el Poble-sec,3016,1258,641,617
2013,3,Sants-Montjuïc,11,el Poble-sec,3017,1838,902,936
2013,3,Sants-Montjuïc,11,el Poble-sec,3018,1690,849,841
2013,3,Sants-Montjuïc,11,el Poble-sec,3019,1520,796,724
2013,3,Sants-Montjuïc,11,el Poble-sec,3020,1272,636,636
2013,3,Sants-Montjuïc,11,el Poble-sec,3021,1140,608,532
2013,3,Sants-Montjuïc,11,el Poble-sec,3022,1505,759,746
2013,3,Sants-Montjuïc,11,el Poble-sec,3023,1953,972,981
2013,3,Sants-Montjuïc,11,el Poble-sec,3024,2157,1072,1085
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,3025,1172,574,598
2013,3,Sants-Montjuïc,13,la Marina de Port,3026,1030,527,503
2013,3,Sants-Montjuïc,13,la Marina de Port,3027,1748,902,846
2013,3,Sants-Montjuïc,13,la Marina de Port,3028,2130,1095,1035
2013,3,Sants-Montjuïc,13,la Marina de Port,3029,1274,700,574
2013,3,Sants-Montjuïc,13,la Marina de Port,3030,1583,871,712
2013,3,Sants-Montjuïc,13,la Marina de Port,3031,2489,1283,1206
2013,3,Sants-Montjuïc,13,la Marina de Port,3032,1564,825,739
2013,3,Sants-Montjuïc,13,la Marina de Port,3033,1422,709,713
2013,3,Sants-Montjuïc,13,la Marina de Port,3034,1606,818,788
2013,3,Sants-Montjuïc,13,la Marina de Port,3035,2344,1195,1149
2013,3,Sants-Montjuïc,13,la Marina de Port,3036,2316,1186,1130
2013,3,Sants-Montjuïc,13,la Marina de Port,3037,1122,575,547
2013,3,Sants-Montjuïc,13,la Marina de Port,3038,1041,550,491
2013,3,Sants-Montjuïc,13,la Marina de Port,3039,2437,1205,1232
2013,3,Sants-Montjuïc,13,la Marina de Port,3211,1421,736,685
2013,3,Sants-Montjuïc,13,la Marina de Port,3212,2372,1264,1108
2013,3,Sants-Montjuïc,13,la Marina de Port,3213,2377,1213,1164
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3040,1551,811,740
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3041,1350,722,628
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3042,1338,686,652
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3043,1650,862,788
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3044,1904,1002,902
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3045,1057,565,492
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,3046,1462,791,671
2013,3,Sants-Montjuïc,15,Hostafrancs,3047,1809,929,880
2013,3,Sants-Montjuïc,15,Hostafrancs,3048,1405,745,660
2013,3,Sants-Montjuïc,15,Hostafrancs,3049,1675,868,807
2013,3,Sants-Montjuïc,15,Hostafrancs,3050,1616,842,774
2013,3,Sants-Montjuïc,15,Hostafrancs,3051,1889,969,920
2013,3,Sants-Montjuïc,15,Hostafrancs,3052,1258,642,616
2013,3,Sants-Montjuïc,15,Hostafrancs,3053,2118,1104,1014
2013,3,Sants-Montjuïc,15,Hostafrancs,3054,1791,932,859
2013,3,Sants-Montjuïc,15,Hostafrancs,3055,1571,805,766
2013,3,Sants-Montjuïc,15,Hostafrancs,3056,850,463,387
2013,3,Sants-Montjuïc,16,la Bordeta,3057,1538,842,696
2013,3,Sants-Montjuïc,16,la Bordeta,3058,1324,752,572
2013,3,Sants-Montjuïc,16,la Bordeta,3059,1219,624,595
2013,3,Sants-Montjuïc,16,la Bordeta,3060,1374,717,657
2013,3,Sants-Montjuïc,16,la Bordeta,3061,1103,598,505
2013,3,Sants-Montjuïc,16,la Bordeta,3062,1667,885,782
2013,3,Sants-Montjuïc,16,la Bordeta,3063,1348,681,667
2013,3,Sants-Montjuïc,16,la Bordeta,3064,1230,659,571
2013,3,Sants-Montjuïc,16,la Bordeta,3065,1438,723,715
2013,3,Sants-Montjuïc,16,la Bordeta,3066,2325,1187,1138
2013,3,Sants-Montjuïc,16,la Bordeta,3067,1654,879,775
2013,3,Sants-Montjuïc,16,la Bordeta,3068,1176,603,573
2013,3,Sants-Montjuïc,16,la Bordeta,3069,1185,619,566
2013,3,Sants-Montjuïc,17,Sants - Badal,3070,1299,662,637
2013,3,Sants-Montjuïc,17,Sants - Badal,3071,1309,683,626
2013,3,Sants-Montjuïc,17,Sants - Badal,3072,1422,764,658
2013,3,Sants-Montjuïc,17,Sants - Badal,3073,1586,851,735
2013,3,Sants-Montjuïc,17,Sants - Badal,3074,1792,962,830
2013,3,Sants-Montjuïc,17,Sants - Badal,3075,1614,861,753
2013,3,Sants-Montjuïc,17,Sants - Badal,3076,1036,533,503
2013,3,Sants-Montjuïc,17,Sants - Badal,3077,1353,730,623
2013,3,Sants-Montjuïc,17,Sants - Badal,3078,1730,881,849
2013,3,Sants-Montjuïc,17,Sants - Badal,3079,1802,938,864
2013,3,Sants-Montjuïc,17,Sants - Badal,3080,1573,867,706
2013,3,Sants-Montjuïc,17,Sants - Badal,3081,1967,1073,894
2013,3,Sants-Montjuïc,17,Sants - Badal,3082,1812,968,844
2013,3,Sants-Montjuïc,17,Sants - Badal,3083,1362,733,629
2013,3,Sants-Montjuïc,17,Sants - Badal,3084,1498,794,704
2013,3,Sants-Montjuïc,17,Sants - Badal,3085,1200,636,564
2013,3,Sants-Montjuïc,18,Sants,3086,1288,679,609
2013,3,Sants-Montjuïc,18,Sants,3087,1474,796,678
2013,3,Sants-Montjuïc,18,Sants,3088,1421,753,668
2013,3,Sants-Montjuïc,18,Sants,3089,1184,646,538
2013,3,Sants-Montjuïc,18,Sants,3090,1078,584,494
2013,3,Sants-Montjuïc,18,Sants,3091,1510,766,744
2013,3,Sants-Montjuïc,18,Sants,3092,1275,650,625
2013,3,Sants-Montjuïc,18,Sants,3093,1591,831,760
2013,3,Sants-Montjuïc,18,Sants,3094,1109,597,512
2013,3,Sants-Montjuïc,18,Sants,3095,1650,903,747
2013,3,Sants-Montjuïc,18,Sants,3096,1593,828,765
2013,3,Sants-Montjuïc,18,Sants,3097,1683,864,819
2013,3,Sants-Montjuïc,18,Sants,3098,1425,724,701
2013,3,Sants-Montjuïc,18,Sants,3099,1023,551,472
2013,3,Sants-Montjuïc,18,Sants,3100,1237,663,574
2013,3,Sants-Montjuïc,18,Sants,3101,1826,842,984
2013,3,Sants-Montjuïc,18,Sants,3102,1343,711,632
2013,3,Sants-Montjuïc,18,Sants,3103,1167,619,548
2013,3,Sants-Montjuïc,18,Sants,3104,1488,759,729
2013,3,Sants-Montjuïc,18,Sants,3105,1173,624,549
2013,3,Sants-Montjuïc,18,Sants,3106,1263,684,579
2013,3,Sants-Montjuïc,18,Sants,3107,1533,786,747
2013,3,Sants-Montjuïc,18,Sants,3108,1594,861,733
2013,3,Sants-Montjuïc,18,Sants,3109,1479,776,703
2013,3,Sants-Montjuïc,18,Sants,3110,1472,775,697
2013,3,Sants-Montjuïc,18,Sants,3111,1300,705,595
2013,3,Sants-Montjuïc,18,Sants,3112,1857,993,864
2013,3,Sants-Montjuïc,18,Sants,3113,1560,823,737
2013,3,Sants-Montjuïc,18,Sants,3114,1465,795,670
2013,4,Les Corts,19,les Corts,4001,1211,648,563
2013,4,Les Corts,19,les Corts,4002,1822,963,859
2013,4,Les Corts,19,les Corts,4003,1054,536,518
2013,4,Les Corts,19,les Corts,4004,1024,547,477
2013,4,Les Corts,19,les Corts,4005,1242,660,582
2013,4,Les Corts,19,les Corts,4006,1171,621,550
2013,4,Les Corts,19,les Corts,4007,1097,615,482
2013,4,Les Corts,19,les Corts,4008,1049,564,485
2013,4,Les Corts,19,les Corts,4009,1461,784,677
2013,4,Les Corts,19,les Corts,4010,932,499,433
2013,4,Les Corts,19,les Corts,4011,1686,887,799
2013,4,Les Corts,19,les Corts,4012,1407,765,642
2013,4,Les Corts,19,les Corts,4013,1230,670,560
2013,4,Les Corts,19,les Corts,4014,808,445,363
2013,4,Les Corts,19,les Corts,4015,1910,1054,856
2013,4,Les Corts,19,les Corts,4016,1149,602,547
2013,4,Les Corts,19,les Corts,4017,1143,628,515
2013,4,Les Corts,19,les Corts,4018,1501,826,675
2013,4,Les Corts,19,les Corts,4019,1260,691,569
2013,4,Les Corts,19,les Corts,4020,1444,780,664
2013,4,Les Corts,19,les Corts,4021,1312,730,582
2013,4,Les Corts,19,les Corts,4022,1497,772,725
2013,4,Les Corts,19,les Corts,4023,1079,567,512
2013,4,Les Corts,19,les Corts,4024,1067,551,516
2013,4,Les Corts,19,les Corts,4025,1196,620,576
2013,4,Les Corts,19,les Corts,4026,1321,714,607
2013,4,Les Corts,19,les Corts,4027,1224,688,536
2013,4,Les Corts,19,les Corts,4028,1342,718,624
2013,4,Les Corts,19,les Corts,4029,1178,647,531
2013,4,Les Corts,19,les Corts,4030,1756,945,811
2013,4,Les Corts,19,les Corts,4031,1934,854,1080
2013,4,Les Corts,19,les Corts,4032,1562,848,714
2013,4,Les Corts,19,les Corts,4033,1239,678,561
2013,4,Les Corts,19,les Corts,4034,1477,784,693
2013,4,Les Corts,19,les Corts,4035,1436,785,651
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4036,1750,959,791
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4037,2100,1118,982
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4038,1276,681,595
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4039,1198,644,554
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4040,1552,830,722
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4041,1392,754,638
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4042,1738,905,833
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4043,1634,901,733
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4044,1619,852,767
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4045,1411,751,660
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4046,2438,1237,1201
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4047,1586,840,746
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4048,1499,812,687
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4049,1135,603,532
2013,4,Les Corts,20,la Maternitat i Sant Ramon,4084,1346,737,609
2013,4,Les Corts,21,Pedralbes,4050,2077,1112,965
2013,4,Les Corts,21,Pedralbes,4051,1570,859,711
2013,4,Les Corts,21,Pedralbes,4052,2164,1168,996
2013,4,Les Corts,21,Pedralbes,4053,1550,824,726
2013,4,Les Corts,21,Pedralbes,4054,1078,581,497
2013,4,Les Corts,21,Pedralbes,4055,1581,810,771
