year,district_code,district_name,neighborhood_code,neighborhood_name,census_tract,avg_m2_surface
2018,1,Ciutat Vella,1,el Raval,1001,76.8
2018,1,Ciutat Vella,1,el Raval,1002,71.6
2018,1,Ciutat Vella,1,el Raval,1003,59.0
2018,1,Ciutat Vella,1,el Raval,1004,65.3
2018,1,Ciutat Vella,1,el Raval,1005,77.9
2018,1,Ciutat Vella,1,el Raval,1006,78.1
2018,1,Ciutat Vella,1,el Raval,1007,70.1
2018,1,Ciutat Vella,1,el Raval,1008,54.6
2018,1,Ciutat Vella,1,el Raval,1009,57.7
2018,1,Ciutat Vella,1,el Raval,1010,56.5
2018,1,Ciutat Vella,1,el Raval,1011,53.1
2018,1,Ciutat Vella,1,el Raval,1012,56.2
2018,1,Ciutat Vella,1,el Raval,1013,68.7
2018,1,Ciutat Vella,1,el Raval,1014,61.9
2018,1,Ciutat Vella,1,el Raval,1015,61.2
2018,1,Ciutat Vella,1,el Raval,1016,60.8
2018,1,Ciutat Vella,1,el Raval,1017,55.2
2018,1,Ciutat Vella,1,el Raval,1018,70.0
2018,1,Ciutat Vella,1,el Raval,1019,63.8
2018,1,Ciutat Vella,1,el Raval,1020,91.6
2018,1,Ciutat Vella,1,el Raval,1021,78.6
2018,1,Ciutat Vella,2,el Barri Gòtic,1022,106.8
2018,1,Ciutat Vella,2,el Barri Gòtic,1023,82.6
2018,1,Ciutat Vella,2,el Barri Gòtic,1025,84.5
2018,1,Ciutat Vella,2,el Barri Gòtic,1026,80.5
2018,1,Ciutat Vella,2,el Barri Gòtic,1027,96.3
2018,1,Ciutat Vella,2,el Barri Gòtic,1028,85.7
2018,1,Ciutat Vella,2,el Barri Gòtic,1029,90.2
2018,1,Ciutat Vella,2,el Barri Gòtic,1030,95.2
2018,1,Ciutat Vella,2,el Barri Gòtic,1031,83.0
2018,1,Ciutat Vella,3,la Barceloneta,1032,46.4
2018,1,Ciutat Vella,3,la Barceloneta,1033,42.2
2018,1,Ciutat Vella,3,la Barceloneta,1034,37.3
2018,1,Ciutat Vella,3,la Barceloneta,1035,38.2
2018,1,Ciutat Vella,3,la Barceloneta,1036,60.4
2018,1,Ciutat Vella,3,la Barceloneta,1037,53.8
2018,1,Ciutat Vella,3,la Barceloneta,1038,36.1
2018,1,Ciutat Vella,3,la Barceloneta,1039,52.2
2018,1,Ciutat Vella,3,la Barceloneta,1040,46.9
2018,1,Ciutat Vella,3,la Barceloneta,1041,36.3
2018,1,Ciutat Vella,3,la Barceloneta,1042,66.8
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1043,82.9
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1044,83.3
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1045,70.2
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1046,68.5
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1047,62.6
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1048,62.1
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1049,81.7
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1050,69.8
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1051,58.8
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1052,107.1
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1053,57.3
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1054,57.9
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1055,84.8
2018,2,Eixample,5,el Fort Pienc,2001,83.6
2018,2,Eixample,5,el Fort Pienc,2002,77.8
2018,2,Eixample,5,el Fort Pienc,2003,77.0
2018,2,Eixample,5,el Fort Pienc,2004,81.5
2018,2,Eixample,5,el Fort Pienc,2005,89.3
2018,2,Eixample,5,el Fort Pienc,2006,91.4
2018,2,Eixample,5,el Fort Pienc,2007,88.2
2018,2,Eixample,5,el Fort Pienc,2008,89.3
2018,2,Eixample,5,el Fort Pienc,2009,83.7
2018,2,Eixample,5,el Fort Pienc,2010,92.1
2018,2,Eixample,5,el Fort Pienc,2011,81.3
2018,2,Eixample,5,el Fort Pienc,2012,75.0
2018,2,Eixample,5,el Fort Pienc,2013,67.2
2018,2,Eixample,5,el Fort Pienc,2014,73.2
2018,2,Eixample,5,el Fort Pienc,2015,76.6
2018,2,Eixample,5,el Fort Pienc,2016,83.3
2018,2,Eixample,5,el Fort Pienc,2017,86.1
2018,2,Eixample,5,el Fort Pienc,2018,89.2
2018,2,Eixample,5,el Fort Pienc,2019,81.5
2018,2,Eixample,5,el Fort Pienc,2020,70.2
2018,2,Eixample,6,la Sagrada Família,2021,70.6
2018,2,Eixample,6,la Sagrada Família,2022,77.2
2018,2,Eixample,6,la Sagrada Família,2023,74.5
2018,2,Eixample,6,la Sagrada Família,2024,72.5
2018,2,Eixample,6,la Sagrada Família,2025,67.8
2018,2,Eixample,6,la Sagrada Família,2026,75.0
2018,2,Eixample,6,la Sagrada Família,2027,83.1
2018,2,Eixample,6,la Sagrada Família,2028,72.0
2018,2,Eixample,6,la Sagrada Família,2029,80.7
2018,2,Eixample,6,la Sagrada Família,2030,74.5
2018,2,Eixample,6,la Sagrada Família,2031,83.3
2018,2,Eixample,6,la Sagrada Família,2032,76.8
2018,2,Eixample,6,la Sagrada Família,2033,66.7
2018,2,Eixample,6,la Sagrada Família,2034,65.7
2018,2,Eixample,6,la Sagrada Família,2035,77.6
2018,2,Eixample,6,la Sagrada Família,2036,81.4
2018,2,Eixample,6,la Sagrada Família,2037,80.0
2018,2,Eixample,6,la Sagrada Família,2038,73.6
2018,2,Eixample,6,la Sagrada Família,2039,74.5
2018,2,Eixample,6,la Sagrada Família,2040,63.7
2018,2,Eixample,6,la Sagrada Família,2041,73.8
2018,2,Eixample,6,la Sagrada Família,2042,85.0
2018,2,Eixample,6,la Sagrada Família,2043,85.1
2018,2,Eixample,6,la Sagrada Família,2044,75.6
2018,2,Eixample,6,la Sagrada Família,2045,82.4
2018,2,Eixample,6,la Sagrada Família,2046,77.4
2018,2,Eixample,6,la Sagrada Família,2047,81.0
2018,2,Eixample,6,la Sagrada Família,2048,77.1
2018,2,Eixample,6,la Sagrada Família,2049,68.2
2018,2,Eixample,6,la Sagrada Família,2050,69.2
2018,2,Eixample,6,la Sagrada Família,2051,77.1
2018,2,Eixample,6,la Sagrada Família,2052,72.7
2018,2,Eixample,6,la Sagrada Família,2053,72.1
2018,2,Eixample,6,la Sagrada Família,2054,79.0
2018,2,Eixample,7,la Dreta de l'Eixample,2055,86.3
2018,2,Eixample,7,la Dreta de l'Eixample,2056,99.5
2018,2,Eixample,7,la Dreta de l'Eixample,2057,109.2
2018,2,Eixample,7,la Dreta de l'Eixample,2058,87.4
2018,2,Eixample,7,la Dreta de l'Eixample,2059,118.5
2018,2,Eixample,7,la Dreta de l'Eixample,2060,101.1
2018,2,Eixample,7,la Dreta de l'Eixample,2061,79.4
2018,2,Eixample,7,la Dreta de l'Eixample,2062,116.0
2018,2,Eixample,7,la Dreta de l'Eixample,2063,152.3
2018,2,Eixample,7,la Dreta de l'Eixample,2064,115.6
2018,2,Eixample,7,la Dreta de l'Eixample,2065,98.5
2018,2,Eixample,7,la Dreta de l'Eixample,2066,88.6
2018,2,Eixample,7,la Dreta de l'Eixample,2067,74.6
2018,2,Eixample,7,la Dreta de l'Eixample,2068,89.6
2018,2,Eixample,7,la Dreta de l'Eixample,2069,100.7
2018,2,Eixample,7,la Dreta de l'Eixample,2070,112.7
2018,2,Eixample,7,la Dreta de l'Eixample,2071,117.3
2018,2,Eixample,7,la Dreta de l'Eixample,2072,127.7
2018,2,Eixample,7,la Dreta de l'Eixample,2073,125.0
2018,2,Eixample,7,la Dreta de l'Eixample,2074,141.4
2018,2,Eixample,7,la Dreta de l'Eixample,2075,119.7
2018,2,Eixample,7,la Dreta de l'Eixample,2076,139.1
2018,2,Eixample,7,la Dreta de l'Eixample,2077,124.5
2018,2,Eixample,7,la Dreta de l'Eixample,2078,129.8
2018,2,Eixample,7,la Dreta de l'Eixample,2079,137.0
2018,2,Eixample,7,la Dreta de l'Eixample,2080,147.4
2018,2,Eixample,7,la Dreta de l'Eixample,2081,127.9
2018,2,Eixample,7,la Dreta de l'Eixample,2082,131.3
2018,2,Eixample,7,la Dreta de l'Eixample,2083,123.4
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2084,101.6
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2085,113.1
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2086,120.1
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2087,89.1
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2088,99.6
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2089,104.3
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2090,94.1
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2091,105.3
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2092,94.8
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2093,94.3
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2094,98.7
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2095,88.1
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2096,82.5
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2097,74.9
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2098,91.2
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2099,101.0
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2100,81.1
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2101,80.8
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2102,91.0
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2103,70.6
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2104,92.4
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2105,84.2
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2106,103.3
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2107,104.3
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2108,96.4
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2109,100.2
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2110,79.4
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2111,77.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2112,100.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2113,91.8
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2114,82.1
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2115,73.6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2116,94.3
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2117,85.2
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2118,89.8
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2119,83.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2120,74.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2121,79.8
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2122,83.6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2123,69.1
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2124,80.6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2125,82.0
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2126,88.4
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2127,70.7
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2128,68.7
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2129,79.4
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2130,122.1
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2131,77.7
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2132,76.4
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2133,93.6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2134,71.5
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2135,69.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2136,78.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2137,75.7
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2138,88.1
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2139,71.6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2140,81.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2141,82.8
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2142,76.1
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2143,87.2
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2144,104.3
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2145,97.6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2146,87.5
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2147,76.4
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2148,74.9
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,2149,85.9
2018,2,Eixample,10,Sant Antoni,2150,81.0
2018,2,Eixample,10,Sant Antoni,2151,83.7
2018,2,Eixample,10,Sant Antoni,2152,86.8
2018,2,Eixample,10,Sant Antoni,2153,77.1
2018,2,Eixample,10,Sant Antoni,2154,71.9
2018,2,Eixample,10,Sant Antoni,2155,77.8
2018,2,Eixample,10,Sant Antoni,2156,80.5
2018,2,Eixample,10,Sant Antoni,2157,76.1
2018,2,Eixample,10,Sant Antoni,2158,80.8
2018,2,Eixample,10,Sant Antoni,2159,88.9
2018,2,Eixample,10,Sant Antoni,2160,84.5
2018,2,Eixample,10,Sant Antoni,2161,77.7
2018,2,Eixample,10,Sant Antoni,2162,71.9
2018,2,Eixample,10,Sant Antoni,2163,95.0
2018,2,Eixample,10,Sant Antoni,2164,100.3
2018,2,Eixample,10,Sant Antoni,2165,84.4
2018,2,Eixample,10,Sant Antoni,2166,78.5
2018,2,Eixample,10,Sant Antoni,2167,78.6
2018,2,Eixample,10,Sant Antoni,2168,73.6
2018,2,Eixample,10,Sant Antoni,2169,77.5
2018,2,Eixample,10,Sant Antoni,2170,76.4
2018,2,Eixample,10,Sant Antoni,2171,78.1
2018,2,Eixample,10,Sant Antoni,2172,69.4
2018,2,Eixample,10,Sant Antoni,2173,75.3
2018,3,Sants-Montjuïc,11,el Poble Sec,3001,71.9
2018,3,Sants-Montjuïc,11,el Poble Sec,3002,57.0
2018,3,Sants-Montjuïc,11,el Poble Sec,3003,57.9
2018,3,Sants-Montjuïc,11,el Poble Sec,3004,66.1
2018,3,Sants-Montjuïc,11,el Poble Sec,3005,65.7
2018,3,Sants-Montjuïc,11,el Poble Sec,3006,63.5
2018,3,Sants-Montjuïc,11,el Poble Sec,3007,60.5
2018,3,Sants-Montjuïc,11,el Poble Sec,3008,58.3
2018,3,Sants-Montjuïc,11,el Poble Sec,3009,69.7
2018,3,Sants-Montjuïc,11,el Poble Sec,3010,71.7
2018,3,Sants-Montjuïc,11,el Poble Sec,3011,54.7
2018,3,Sants-Montjuïc,11,el Poble Sec,3012,66.5
2018,3,Sants-Montjuïc,11,el Poble Sec,3013,57.2
2018,3,Sants-Montjuïc,11,el Poble Sec,3014,58.1
2018,3,Sants-Montjuïc,11,el Poble Sec,3015,66.8
2018,3,Sants-Montjuïc,11,el Poble Sec,3016,71.5
2018,3,Sants-Montjuïc,11,el Poble Sec,3017,55.3
2018,3,Sants-Montjuïc,11,el Poble Sec,3018,64.3
2018,3,Sants-Montjuïc,11,el Poble Sec,3019,64.3
2018,3,Sants-Montjuïc,11,el Poble Sec,3020,79.0
2018,3,Sants-Montjuïc,11,el Poble Sec,3021,71.6
2018,3,Sants-Montjuïc,11,el Poble Sec,3022,64.2
2018,3,Sants-Montjuïc,11,el Poble Sec,3023,60.4
2018,3,Sants-Montjuïc,11,el Poble Sec,3024,58.1
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,3025,94.3
2018,3,Sants-Montjuïc,13,la Marina de Port,3026,73.4
2018,3,Sants-Montjuïc,13,la Marina de Port,3027,65.1
2018,3,Sants-Montjuïc,13,la Marina de Port,3028,79.2
2018,3,Sants-Montjuïc,13,la Marina de Port,3029,77.3
2018,3,Sants-Montjuïc,13,la Marina de Port,3030,71.6
2018,3,Sants-Montjuïc,13,la Marina de Port,3031,77.3
2018,3,Sants-Montjuïc,13,la Marina de Port,3032,71.0
2018,3,Sants-Montjuïc,13,la Marina de Port,3033,61.6
2018,3,Sants-Montjuïc,13,la Marina de Port,3034,76.1
2018,3,Sants-Montjuïc,13,la Marina de Port,3035,82.7
2018,3,Sants-Montjuïc,13,la Marina de Port,3036,64.7
2018,3,Sants-Montjuïc,13,la Marina de Port,3037,63.7
2018,3,Sants-Montjuïc,13,la Marina de Port,3038,75.8
2018,3,Sants-Montjuïc,13,la Marina de Port,3039,66.6
2018,3,Sants-Montjuïc,13,la Marina de Port,3211,82.4
2018,3,Sants-Montjuïc,13,la Marina de Port,3212,73.7
2018,3,Sants-Montjuïc,13,la Marina de Port,3213,62.7
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3040,78.5
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3041,79.6
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3042,65.5
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3043,74.5
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3044,72.1
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3045,66.2
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,3046,83.7
2018,3,Sants-Montjuïc,15,Hostafrancs,3047,69.2
2018,3,Sants-Montjuïc,15,Hostafrancs,3048,72.1
2018,3,Sants-Montjuïc,15,Hostafrancs,3049,64.4
2018,3,Sants-Montjuïc,15,Hostafrancs,3050,67.1
2018,3,Sants-Montjuïc,15,Hostafrancs,3051,65.8
2018,3,Sants-Montjuïc,15,Hostafrancs,3052,66.9
2018,3,Sants-Montjuïc,15,Hostafrancs,3053,68.9
2018,3,Sants-Montjuïc,15,Hostafrancs,3054,80.5
2018,3,Sants-Montjuïc,15,Hostafrancs,3055,68.2
2018,3,Sants-Montjuïc,15,Hostafrancs,3056,66.2
2018,3,Sants-Montjuïc,16,la Bordeta,3057,69.1
2018,3,Sants-Montjuïc,16,la Bordeta,3058,80.3
2018,3,Sants-Montjuïc,16,la Bordeta,3059,67.1
2018,3,Sants-Montjuïc,16,la Bordeta,3060,71.9
2018,3,Sants-Montjuïc,16,la Bordeta,3061,67.0
2018,3,Sants-Montjuïc,16,la Bordeta,3062,64.5
2018,3,Sants-Montjuïc,16,la Bordeta,3063,70.1
2018,3,Sants-Montjuïc,16,la Bordeta,3064,74.8
2018,3,Sants-Montjuïc,16,la Bordeta,3065,69.8
2018,3,Sants-Montjuïc,16,la Bordeta,3066,76.1
2018,3,Sants-Montjuïc,16,la Bordeta,3067,83.1
2018,3,Sants-Montjuïc,16,la Bordeta,3068,64.7
2018,3,Sants-Montjuïc,16,la Bordeta,3069,73.1
2018,3,Sants-Montjuïc,17,Sants - Badal,3070,66.3
2018,3,Sants-Montjuïc,17,Sants - Badal,3071,61.4
2018,3,Sants-Montjuïc,17,Sants - Badal,3072,59.6
2018,3,Sants-Montjuïc,17,Sants - Badal,3073,68.3
2018,3,Sants-Montjuïc,17,Sants - Badal,3074,70.2
2018,3,Sants-Montjuïc,17,Sants - Badal,3075,72.1
2018,3,Sants-Montjuïc,17,Sants - Badal,3076,70.3
2018,3,Sants-Montjuïc,17,Sants - Badal,3077,67.1
2018,3,Sants-Montjuïc,17,Sants - Badal,3078,67.6
2018,3,Sants-Montjuïc,17,Sants - Badal,3079,64.2
2018,3,Sants-Montjuïc,17,Sants - Badal,3080,69.0
2018,3,Sants-Montjuïc,17,Sants - Badal,3081,74.9
2018,3,Sants-Montjuïc,17,Sants - Badal,3082,73.1
2018,3,Sants-Montjuïc,17,Sants - Badal,3083,71.6
2018,3,Sants-Montjuïc,17,Sants - Badal,3084,78.9
2018,3,Sants-Montjuïc,17,Sants - Badal,3085,66.6
2018,3,Sants-Montjuïc,18,Sants,3086,86.3
2018,3,Sants-Montjuïc,18,Sants,3087,86.7
2018,3,Sants-Montjuïc,18,Sants,3088,69.1
2018,3,Sants-Montjuïc,18,Sants,3089,75.1
2018,3,Sants-Montjuïc,18,Sants,3090,82.7
2018,3,Sants-Montjuïc,18,Sants,3091,69.3
2018,3,Sants-Montjuïc,18,Sants,3092,67.1
2018,3,Sants-Montjuïc,18,Sants,3093,69.9
2018,3,Sants-Montjuïc,18,Sants,3094,67.9
2018,3,Sants-Montjuïc,18,Sants,3095,64.8
2018,3,Sants-Montjuïc,18,Sants,3096,67.4
2018,3,Sants-Montjuïc,18,Sants,3097,55.8
2018,3,Sants-Montjuïc,18,Sants,3098,63.7
2018,3,Sants-Montjuïc,18,Sants,3099,63.3
2018,3,Sants-Montjuïc,18,Sants,3100,65.6
2018,3,Sants-Montjuïc,18,Sants,3101,68.1
2018,3,Sants-Montjuïc,18,Sants,3102,64.0
2018,3,Sants-Montjuïc,18,Sants,3103,70.0
2018,3,Sants-Montjuïc,18,Sants,3104,70.3
2018,3,Sants-Montjuïc,18,Sants,3105,68.6
2018,3,Sants-Montjuïc,18,Sants,3106,66.4
2018,3,Sants-Montjuïc,18,Sants,3107,67.3
2018,3,Sants-Montjuïc,18,Sants,3108,68.1
2018,3,Sants-Montjuïc,18,Sants,3109,66.8
2018,3,Sants-Montjuïc,18,Sants,3110,63.6
2018,3,Sants-Montjuïc,18,Sants,3111,65.8
2018,3,Sants-Montjuïc,18,Sants,3112,79.6
2018,3,Sants-Montjuïc,18,Sants,3113,102.9
2018,3,Sants-Montjuïc,18,Sants,3114,85.2
2018,4,Les Corts,19,les Corts,4001,76.3
2018,4,Les Corts,19,les Corts,4002,82.2
2018,4,Les Corts,19,les Corts,4003,81.5
2018,4,Les Corts,19,les Corts,4004,72.6
2018,4,Les Corts,19,les Corts,4005,74.6
2018,4,Les Corts,19,les Corts,4006,67.0
2018,4,Les Corts,19,les Corts,4007,63.2
2018,4,Les Corts,19,les Corts,4008,64.5
2018,4,Les Corts,19,les Corts,4009,65.0
2018,4,Les Corts,19,les Corts,4010,85.6
2018,4,Les Corts,19,les Corts,4011,87.1
2018,4,Les Corts,19,les Corts,4012,81.3
2018,4,Les Corts,19,les Corts,4013,86.4
2018,4,Les Corts,19,les Corts,4014,79.4
2018,4,Les Corts,19,les Corts,4015,77.6
2018,4,Les Corts,19,les Corts,4016,86.9
2018,4,Les Corts,19,les Corts,4017,80.0
2018,4,Les Corts,19,les Corts,4018,110.0
2018,4,Les Corts,19,les Corts,4019,134.6
2018,4,Les Corts,19,les Corts,4020,99.0
2018,4,Les Corts,19,les Corts,4021,92.1
2018,4,Les Corts,19,les Corts,4022,74.5
2018,4,Les Corts,19,les Corts,4023,149.9
2018,4,Les Corts,19,les Corts,4024,132.7
2018,4,Les Corts,19,les Corts,4025,75.6
2018,4,Les Corts,19,les Corts,4026,82.1
2018,4,Les Corts,19,les Corts,4027,78.0
2018,4,Les Corts,19,les Corts,4028,80.1
2018,4,Les Corts,19,les Corts,4029,92.4
2018,4,Les Corts,19,les Corts,4030,92.9
2018,4,Les Corts,19,les Corts,4031,71.7
2018,4,Les Corts,19,les Corts,4032,72.4
2018,4,Les Corts,19,les Corts,4033,72.7
2018,4,Les Corts,19,les Corts,4034,102.4
2018,4,Les Corts,19,les Corts,4035,85.4
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4036,82.7
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4037,82.9
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4038,79.0
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4039,73.2
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4040,67.4
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4041,64.8
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4042,69.0
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4043,93.5
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4044,68.1
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4045,74.1
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4046,99.6
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4047,92.3
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4048,84.7
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4049,113.4
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4084,103.8
2018,4,Les Corts,21,Pedralbes,4050,132.2
2018,4,Les Corts,21,Pedralbes,4051,100.7
2018,4,Les Corts,21,Pedralbes,4052,137.7
2018,4,Les Corts,21,Pedralbes,4053,108.6
2018,4,Les Corts,21,Pedralbes,4054,125.3
2018,4,Les Corts,21,Pedralbes,4055,171.7
2018,4,Les Corts,21,Pedralbes,4056,139.7
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5001,60.4
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5002,97.3
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5003,92.0
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5004,110.2
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5005,76.7
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5006,144.8
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5007,90.4
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5008,97.0
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5009,89.2
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5010,82.9
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5011,80.5
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5012,72.9
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5013,78.9
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5014,82.5
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5015,94.0
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5016,89.5
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5017,121.4
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5018,95.1
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5019,135.0
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5020,96.4
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5021,124.7
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5022,113.9
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5023,86.9
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5024,139.5
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5025,154.7
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5026,151.9
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5027,160.9
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5028,139.6
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5029,164.9
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5030,164.3
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5031,147.1
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5032,122.0
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5033,115.7
