"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Renda_Bruta_€"
2018,1,"Ciutat Vella",1,"el Raval",1,31967
2018,1,"Ciutat Vella",1,"el Raval",2,25674
2018,1,"Ciutat Vella",1,"el Raval",3,28327
2018,1,"Ciutat Vella",1,"el Raval",4,33600
2018,1,"Ciutat Vella",1,"el Raval",5,25974
2018,1,"Ciutat Vella",1,"el Raval",6,32608
2018,1,"Ciutat Vella",1,"el Raval",7,30859
2018,1,"Ciutat Vella",1,"el Raval",8,25028
2018,1,"Ciutat Vella",1,"el Raval",9,28798
2018,1,"Ciutat Vella",1,"el Raval",10,27449
2018,1,"Ciutat Vella",1,"el Raval",11,24976
2018,1,"Ciutat Vella",1,"el Raval",12,29567
2018,1,"Ciutat Vella",1,"el Raval",13,32972
2018,1,"Ciutat Vella",1,"el Raval",14,29943
2018,1,"Ciutat Vella",1,"el Raval",15,30091
2018,1,"Ciutat Vella",1,"el Raval",16,31223
2018,1,"Ciutat Vella",1,"el Raval",17,30029
2018,1,"Ciutat Vella",1,"el Raval",18,28940
2018,1,"Ciutat Vella",1,"el Raval",19,27713
2018,1,"Ciutat Vella",1,"el Raval",20,39769
2018,1,"Ciutat Vella",1,"el Raval",21,36825
2018,1,"Ciutat Vella",2,"el Gòtic",22,46276
2018,1,"Ciutat Vella",2,"el Gòtic",23,39737
2018,1,"Ciutat Vella",2,"el Gòtic",25,35602
2018,1,"Ciutat Vella",2,"el Gòtic",26,39811
2018,1,"Ciutat Vella",2,"el Gòtic",27,34138
2018,1,"Ciutat Vella",2,"el Gòtic",28,33826
2018,1,"Ciutat Vella",2,"el Gòtic",29,29842
2018,1,"Ciutat Vella",2,"el Gòtic",30,31531
2018,1,"Ciutat Vella",2,"el Gòtic",31,35216
2018,1,"Ciutat Vella",3,"la Barceloneta",32,33132
2018,1,"Ciutat Vella",3,"la Barceloneta",33,28245
2018,1,"Ciutat Vella",3,"la Barceloneta",34,27189
2018,1,"Ciutat Vella",3,"la Barceloneta",35,28038
2018,1,"Ciutat Vella",3,"la Barceloneta",36,34536
2018,1,"Ciutat Vella",3,"la Barceloneta",37,34550
2018,1,"Ciutat Vella",3,"la Barceloneta",38,28643
2018,1,"Ciutat Vella",3,"la Barceloneta",39,33306
2018,1,"Ciutat Vella",3,"la Barceloneta",40,33421
2018,1,"Ciutat Vella",3,"la Barceloneta",41,26804
2018,1,"Ciutat Vella",3,"la Barceloneta",42,35150
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,46248
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,42644
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,32512
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46,40895
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",47,29985
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",48,26382
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",49,38132
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",50,34661
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",51,28071
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,55715
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,28845
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",54,31414
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",55,42792
2018,2,"Eixample",5,"el Fort Pienc",1,50714
2018,2,"Eixample",5,"el Fort Pienc",2,48319
2018,2,"Eixample",5,"el Fort Pienc",3,55724
2018,2,"Eixample",5,"el Fort Pienc",4,43360
2018,2,"Eixample",5,"el Fort Pienc",5,55572
2018,2,"Eixample",5,"el Fort Pienc",6,56895
2018,2,"Eixample",5,"el Fort Pienc",7,59423
2018,2,"Eixample",5,"el Fort Pienc",8,57219
2018,2,"Eixample",5,"el Fort Pienc",9,54541
2018,2,"Eixample",5,"el Fort Pienc",10,49751
2018,2,"Eixample",5,"el Fort Pienc",11,54738
2018,2,"Eixample",5,"el Fort Pienc",12,43980
2018,2,"Eixample",5,"el Fort Pienc",13,39605
2018,2,"Eixample",5,"el Fort Pienc",14,39475
2018,2,"Eixample",5,"el Fort Pienc",15,40569
2018,2,"Eixample",5,"el Fort Pienc",16,57627
2018,2,"Eixample",5,"el Fort Pienc",17,57337
2018,2,"Eixample",5,"el Fort Pienc",18,58619
2018,2,"Eixample",5,"el Fort Pienc",19,48984
2018,2,"Eixample",5,"el Fort Pienc",20,41280
2018,2,"Eixample",6,"la Sagrada Família",21,44103
2018,2,"Eixample",6,"la Sagrada Família",22,51106
2018,2,"Eixample",6,"la Sagrada Família",23,48466
2018,2,"Eixample",6,"la Sagrada Família",24,42834
2018,2,"Eixample",6,"la Sagrada Família",25,40660
2018,2,"Eixample",6,"la Sagrada Família",26,50875
2018,2,"Eixample",6,"la Sagrada Família",27,48975
2018,2,"Eixample",6,"la Sagrada Família",28,57027
2018,2,"Eixample",6,"la Sagrada Família",29,49457
2018,2,"Eixample",6,"la Sagrada Família",30,37798
2018,2,"Eixample",6,"la Sagrada Família",31,59222
2018,2,"Eixample",6,"la Sagrada Família",32,49038
2018,2,"Eixample",6,"la Sagrada Família",33,46079
2018,2,"Eixample",6,"la Sagrada Família",34,40207
2018,2,"Eixample",6,"la Sagrada Família",35,48490
2018,2,"Eixample",6,"la Sagrada Família",36,55884
2018,2,"Eixample",6,"la Sagrada Família",37,59284
2018,2,"Eixample",6,"la Sagrada Família",38,55864
2018,2,"Eixample",6,"la Sagrada Família",39,46060
2018,2,"Eixample",6,"la Sagrada Família",40,40218
2018,2,"Eixample",6,"la Sagrada Família",41,45171
2018,2,"Eixample",6,"la Sagrada Família",42,58400
2018,2,"Eixample",6,"la Sagrada Família",43,55414
2018,2,"Eixample",6,"la Sagrada Família",44,41820
2018,2,"Eixample",6,"la Sagrada Família",45,52701
2018,2,"Eixample",6,"la Sagrada Família",46,44698
2018,2,"Eixample",6,"la Sagrada Família",47,47747
2018,2,"Eixample",6,"la Sagrada Família",48,49470
2018,2,"Eixample",6,"la Sagrada Família",49,42595
2018,2,"Eixample",6,"la Sagrada Família",50,44293
2018,2,"Eixample",6,"la Sagrada Família",51,43049
2018,2,"Eixample",6,"la Sagrada Família",52,48107
2018,2,"Eixample",6,"la Sagrada Família",53,48372
2018,2,"Eixample",6,"la Sagrada Família",54,52297
2018,2,"Eixample",7,"la Dreta de l'Eixample",55,52627
2018,2,"Eixample",7,"la Dreta de l'Eixample",56,51178
2018,2,"Eixample",7,"la Dreta de l'Eixample",57,72107
2018,2,"Eixample",7,"la Dreta de l'Eixample",58,59035
2018,2,"Eixample",7,"la Dreta de l'Eixample",59,66163
2018,2,"Eixample",7,"la Dreta de l'Eixample",60,58339
2018,2,"Eixample",7,"la Dreta de l'Eixample",61,50661
2018,2,"Eixample",7,"la Dreta de l'Eixample",62,64327
2018,2,"Eixample",7,"la Dreta de l'Eixample",63,86675
2018,2,"Eixample",7,"la Dreta de l'Eixample",64,73554
2018,2,"Eixample",7,"la Dreta de l'Eixample",65,60424
2018,2,"Eixample",7,"la Dreta de l'Eixample",66,55978
2018,2,"Eixample",7,"la Dreta de l'Eixample",67,47644
2018,2,"Eixample",7,"la Dreta de l'Eixample",68,53993
2018,2,"Eixample",7,"la Dreta de l'Eixample",69,63599
2018,2,"Eixample",7,"la Dreta de l'Eixample",70,63231
2018,2,"Eixample",7,"la Dreta de l'Eixample",71,71993
2018,2,"Eixample",7,"la Dreta de l'Eixample",72,79157
2018,2,"Eixample",7,"la Dreta de l'Eixample",73,73151
2018,2,"Eixample",7,"la Dreta de l'Eixample",74,73946
2018,2,"Eixample",7,"la Dreta de l'Eixample",75,61305
2018,2,"Eixample",7,"la Dreta de l'Eixample",76,80361
2018,2,"Eixample",7,"la Dreta de l'Eixample",77,69700
2018,2,"Eixample",7,"la Dreta de l'Eixample",78,80643
2018,2,"Eixample",7,"la Dreta de l'Eixample",79,80439
2018,2,"Eixample",7,"la Dreta de l'Eixample",80,82293
2018,2,"Eixample",7,"la Dreta de l'Eixample",81,75720
2018,2,"Eixample",7,"la Dreta de l'Eixample",82,66195
2018,2,"Eixample",7,"la Dreta de l'Eixample",83,101600
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",84,64000
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",85,60281
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",86,69728
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",87,60766
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,64119
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,62733
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90,51558
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",91,61684
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,51941
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,58845
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",94,59847
