"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Renda_Bruta_€"
2015,1,"Ciutat Vella",1,"el Raval",1,28573
2015,1,"Ciutat Vella",1,"el Raval",2,23673
2015,1,"Ciutat Vella",1,"el Raval",3,24997
2015,1,"Ciutat Vella",1,"el Raval",4,29768
2015,1,"Ciutat Vella",1,"el Raval",5,23645
2015,1,"Ciutat Vella",1,"el Raval",6,27650
2015,1,"Ciutat Vella",1,"el Raval",7,27800
2015,1,"Ciutat Vella",1,"el Raval",8,23022
2015,1,"Ciutat Vella",1,"el Raval",9,26655
2015,1,"Ciutat Vella",1,"el Raval",10,24703
2015,1,"Ciutat Vella",1,"el Raval",11,23241
2015,1,"Ciutat Vella",1,"el Raval",12,26842
2015,1,"Ciutat Vella",1,"el Raval",13,30066
2015,1,"Ciutat Vella",1,"el Raval",14,27941
2015,1,"Ciutat Vella",1,"el Raval",15,28107
2015,1,"Ciutat Vella",1,"el Raval",16,29069
2015,1,"Ciutat Vella",1,"el Raval",17,26658
2015,1,"Ciutat Vella",1,"el Raval",18,26309
2015,1,"Ciutat Vella",1,"el Raval",19,24469
2015,1,"Ciutat Vella",1,"el Raval",20,37601
2015,1,"Ciutat Vella",1,"el Raval",21,31900
2015,1,"Ciutat Vella",2,"el Gòtic",22,41498
2015,1,"Ciutat Vella",2,"el Gòtic",23,36895
2015,1,"Ciutat Vella",2,"el Gòtic",25,30631
2015,1,"Ciutat Vella",2,"el Gòtic",26,36865
2015,1,"Ciutat Vella",2,"el Gòtic",27,31603
2015,1,"Ciutat Vella",2,"el Gòtic",28,32089
2015,1,"Ciutat Vella",2,"el Gòtic",29,28007
2015,1,"Ciutat Vella",2,"el Gòtic",30,29580
2015,1,"Ciutat Vella",2,"el Gòtic",31,31299
2015,1,"Ciutat Vella",3,"la Barceloneta",32,30743
2015,1,"Ciutat Vella",3,"la Barceloneta",33,25786
2015,1,"Ciutat Vella",3,"la Barceloneta",34,23908
2015,1,"Ciutat Vella",3,"la Barceloneta",35,25404
2015,1,"Ciutat Vella",3,"la Barceloneta",36,30603
2015,1,"Ciutat Vella",3,"la Barceloneta",37,29889
2015,1,"Ciutat Vella",3,"la Barceloneta",38,25501
2015,1,"Ciutat Vella",3,"la Barceloneta",39,29793
2015,1,"Ciutat Vella",3,"la Barceloneta",40,30698
2015,1,"Ciutat Vella",3,"la Barceloneta",41,23570
2015,1,"Ciutat Vella",3,"la Barceloneta",42,31956
