"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Renda_Bruta_€"
2019,1,"Ciutat Vella",1,"el Raval",1,32635
2019,1,"Ciutat Vella",1,"el Raval",2,28555
2019,1,"Ciutat Vella",1,"el Raval",3,29825
2019,1,"Ciutat Vella",1,"el Raval",4,34276
2019,1,"Ciutat Vella",1,"el Raval",5,27182
2019,1,"Ciutat Vella",1,"el Raval",6,32701
2019,1,"Ciutat Vella",1,"el Raval",7,31715
2019,1,"Ciutat Vella",1,"el Raval",8,27067
2019,1,"Ciutat Vella",1,"el Raval",9,30409
2019,1,"Ciutat Vella",1,"el Raval",10,28740
2019,1,"Ciutat Vella",1,"el Raval",11,26052
2019,1,"Ciutat Vella",1,"el Raval",12,30749
2019,1,"Ciutat Vella",1,"el Raval",13,35034
2019,1,"Ciutat Vella",1,"el Raval",14,31091
2019,1,"Ciutat Vella",1,"el Raval",15,32619
2019,1,"Ciutat Vella",1,"el Raval",16,34721
2019,1,"Ciutat Vella",1,"el Raval",17,31997
2019,1,"Ciutat Vella",1,"el Raval",18,31472
2019,1,"Ciutat Vella",1,"el Raval",19,30211
2019,1,"Ciutat Vella",1,"el Raval",20,43452
2019,1,"Ciutat Vella",1,"el Raval",21,37487
2019,1,"Ciutat Vella",2,"el Gòtic",22,49085
2019,1,"Ciutat Vella",2,"el Gòtic",23,41560
2019,1,"Ciutat Vella",2,"el Gòtic",25,37638
2019,1,"Ciutat Vella",2,"el Gòtic",26,40613
2019,1,"Ciutat Vella",2,"el Gòtic",27,35635
2019,1,"Ciutat Vella",2,"el Gòtic",28,35924
2019,1,"Ciutat Vella",2,"el Gòtic",29,31995
2019,1,"Ciutat Vella",2,"el Gòtic",30,35300
2019,1,"Ciutat Vella",2,"el Gòtic",31,34389
2019,1,"Ciutat Vella",3,"la Barceloneta",32,35213
2019,1,"Ciutat Vella",3,"la Barceloneta",33,30472
2019,1,"Ciutat Vella",3,"la Barceloneta",34,29003
2019,1,"Ciutat Vella",3,"la Barceloneta",35,29463
2019,1,"Ciutat Vella",3,"la Barceloneta",36,37765
2019,1,"Ciutat Vella",3,"la Barceloneta",37,36368
2019,1,"Ciutat Vella",3,"la Barceloneta",38,29734
2019,1,"Ciutat Vella",3,"la Barceloneta",39,34025
2019,1,"Ciutat Vella",3,"la Barceloneta",40,33746
2019,1,"Ciutat Vella",3,"la Barceloneta",41,28177
2019,1,"Ciutat Vella",3,"la Barceloneta",42,35735
