Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2018,3,Sants-Montjuïc,13,la Marina de Port,36,35950
2018,3,Sants-Montjuïc,13,la Marina de Port,37,36360
2018,3,Sants-Montjuïc,13,la Marina de Port,38,27139
2018,3,Sants-Montjuïc,13,la Marina de Port,39,25603
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,40,37218
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,41,34062
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,42,32521
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,43,34777
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,44,32487
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,45,32153
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,46,45117
2018,3,Sants-Montjuïc,15,Hostafrancs,47,32637
2018,3,Sants-Montjuïc,15,Hostafrancs,48,38306
2018,3,Sants-Montjuïc,15,Hostafrancs,49,36294
2018,3,Sants-Montjuïc,15,Hostafrancs,50,35541
2018,3,Sants-Montjuïc,15,Hostafrancs,51,30794
2018,3,Sants-Montjuïc,15,Hostafrancs,52,30967
2018,3,Sants-Montjuïc,15,Hostafrancs,53,31966
2018,3,Sants-Montjuïc,15,Hostafrancs,54,38317
2018,3,Sants-Montjuïc,15,Hostafrancs,55,33561
2018,3,Sants-Montjuïc,15,Hostafrancs,56,34619
2018,3,Sants-Montjuïc,16,la Bordeta,57,31010
2018,3,Sants-Montjuïc,16,la Bordeta,58,44497
2018,3,Sants-Montjuïc,16,la Bordeta,59,31277
2018,3,Sants-Montjuïc,16,la Bordeta,60,38086
2018,3,Sants-Montjuïc,16,la Bordeta,61,28790
2018,3,Sants-Montjuïc,16,la Bordeta,62,32549
2018,3,Sants-Montjuïc,16,la Bordeta,63,34277
2018,3,Sants-Montjuïc,16,la Bordeta,64,37939
2018,3,Sants-Montjuïc,16,la Bordeta,65,39406
2018,3,Sants-Montjuïc,16,la Bordeta,66,35205
2018,3,Sants-Montjuïc,16,la Bordeta,67,36396
2018,3,Sants-Montjuïc,16,la Bordeta,68,30410
2018,3,Sants-Montjuïc,16,la Bordeta,69,38049
2018,3,Sants-Montjuïc,17,Sants - Badal,70,31268
2018,3,Sants-Montjuïc,17,Sants - Badal,71,27902
2018,3,Sants-Montjuïc,17,Sants - Badal,72,29599
2018,3,Sants-Montjuïc,17,Sants - Badal,73,36222
2018,3,Sants-Montjuïc,17,Sants - Badal,74,33273
2018,3,Sants-Montjuïc,17,Sants - Badal,75,34308
2018,3,Sants-Montjuïc,17,Sants - Badal,76,30140
2018,3,Sants-Montjuïc,17,Sants - Badal,77,34726
2018,3,Sants-Montjuïc,17,Sants - Badal,78,34007
2018,3,Sants-Montjuïc,17,Sants - Badal,79,31753
2018,3,Sants-Montjuïc,17,Sants - Badal,80,34994
2018,3,Sants-Montjuïc,17,Sants - Badal,81,36062
2018,3,Sants-Montjuïc,17,Sants - Badal,82,40062
2018,3,Sants-Montjuïc,17,Sants - Badal,83,37480
2018,3,Sants-Montjuïc,17,Sants - Badal,84,38487
2018,3,Sants-Montjuïc,17,Sants - Badal,85,35676
2018,3,Sants-Montjuïc,18,Sants,86,45921
2018,3,Sants-Montjuïc,18,Sants,87,43512
2018,3,Sants-Montjuïc,18,Sants,88,34847
2018,3,Sants-Montjuïc,18,Sants,89,39915
2018,3,Sants-Montjuïc,18,Sants,90,44495
2018,3,Sants-Montjuïc,18,Sants,91,41284
2018,3,Sants-Montjuïc,18,Sants,92,37699
2018,3,Sants-Montjuïc,18,Sants,93,39587
2018,3,Sants-Montjuïc,18,Sants,94,36728
2018,3,Sants-Montjuïc,18,Sants,95,35132
2018,3,Sants-Montjuïc,18,Sants,96,34115
2018,3,Sants-Montjuïc,18,Sants,97,25859
2018,3,Sants-Montjuïc,18,Sants,98,31965
2018,3,Sants-Montjuïc,18,Sants,99,32795
2018,3,Sants-Montjuïc,18,Sants,100,32502
2018,3,Sants-Montjuïc,18,Sants,101,33192
2018,3,Sants-Montjuïc,18,Sants,102,34796
2018,3,Sants-Montjuïc,18,Sants,103,34231
2018,3,Sants-Montjuïc,18,Sants,104,32821
2018,3,Sants-Montjuïc,18,Sants,105,30903
2018,3,Sants-Montjuïc,18,Sants,106,33393
2018,3,Sants-Montjuïc,18,Sants,107,38281
2018,3,Sants-Montjuïc,18,Sants,108,36002
2018,3,Sants-Montjuïc,18,Sants,109,36210
2018,3,Sants-Montjuïc,18,Sants,110,35219
2018,3,Sants-Montjuïc,18,Sants,111,36615
2018,3,Sants-Montjuïc,18,Sants,112,44829
2018,3,Sants-Montjuïc,18,Sants,113,49402
2018,3,Sants-Montjuïc,18,Sants,114,45520
2018,3,Sants-Montjuïc,13,la Marina de Port,211,38577
2018,3,Sants-Montjuïc,13,la Marina de Port,212,30999
2018,3,Sants-Montjuïc,13,la Marina de Port,213,28764
2018,4,Les Corts,19,les Corts,1,44068
2018,4,Les Corts,19,les Corts,2,52000
2018,4,Les Corts,19,les Corts,3,48040
2018,4,Les Corts,19,les Corts,4,43246
2018,4,Les Corts,19,les Corts,5,40691
2018,4,Les Corts,19,les Corts,6,43054
2018,4,Les Corts,19,les Corts,7,36189
2018,4,Les Corts,19,les Corts,8,35954
2018,4,Les Corts,19,les Corts,9,42191
2018,4,Les Corts,19,les Corts,10,50633
2018,4,Les Corts,19,les Corts,11,53046
2018,4,Les Corts,19,les Corts,12,47272
2018,4,Les Corts,19,les Corts,13,55155
2018,4,Les Corts,19,les Corts,14,48184
2018,4,Les Corts,19,les Corts,15,50782
2018,4,Les Corts,19,les Corts,16,46598
2018,4,Les Corts,19,les Corts,17,47053
2018,4,Les Corts,19,les Corts,18,51201
2018,4,Les Corts,19,les Corts,19,66221
2018,4,Les Corts,19,les Corts,20,53277
2018,4,Les Corts,19,les Corts,21,55208
2018,4,Les Corts,19,les Corts,22,46799
2018,4,Les Corts,19,les Corts,23,91933
2018,4,Les Corts,19,les Corts,24,89053
2018,4,Les Corts,19,les Corts,25,44233
2018,4,Les Corts,19,les Corts,26,47193
2018,4,Les Corts,19,les Corts,27,47174
2018,4,Les Corts,19,les Corts,28,42336
2018,4,Les Corts,19,les Corts,29,59479
2018,4,Les Corts,19,les Corts,30,52995
2018,4,Les Corts,19,les Corts,31,45313
2018,4,Les Corts,19,les Corts,32,42776
2018,4,Les Corts,19,les Corts,33,41735
2018,4,Les Corts,19,les Corts,34,58838
2018,4,Les Corts,19,les Corts,35,49809
2018,4,Les Corts,20,la Maternitat i Sant Ramon,36,38791
2018,4,Les Corts,20,la Maternitat i Sant Ramon,37,46413
2018,4,Les Corts,20,la Maternitat i Sant Ramon,38,45993
2018,4,Les Corts,20,la Maternitat i Sant Ramon,39,41271
2018,4,Les Corts,20,la Maternitat i Sant Ramon,40,34180
2018,4,Les Corts,20,la Maternitat i Sant Ramon,41,35367
2018,4,Les Corts,20,la Maternitat i Sant Ramon,42,34950
2018,4,Les Corts,20,la Maternitat i Sant Ramon,43,50762
2018,4,Les Corts,20,la Maternitat i Sant Ramon,44,41345
2018,4,Les Corts,20,la Maternitat i Sant Ramon,45,39638
2018,4,Les Corts,20,la Maternitat i Sant Ramon,46,62542
2018,4,Les Corts,20,la Maternitat i Sant Ramon,47,51091
2018,4,Les Corts,20,la Maternitat i Sant Ramon,48,53198
2018,4,Les Corts,20,la Maternitat i Sant Ramon,49,71429
2018,4,Les Corts,21,Pedralbes,50,91933
2018,4,Les Corts,21,Pedralbes,51,52397
2018,4,Les Corts,21,Pedralbes,52,91933
2018,4,Les Corts,21,Pedralbes,53,58784
2018,4,Les Corts,21,Pedralbes,54,68488
2018,4,Les Corts,21,Pedralbes,55,91933
2018,4,Les Corts,21,Pedralbes,56,91933
2018,4,Les Corts,20,la Maternitat i Sant Ramon,84,56397
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,40185
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,66079
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,67399
2018,5,Sarrià-Sant Gervasi,23,Sarrià,4,91933
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5,85330
2018,5,Sarrià-Sant Gervasi,23,Sarrià,6,91933
2018,5,Sarrià-Sant Gervasi,23,Sarrià,7,80392
2018,5,Sarrià-Sant Gervasi,23,Sarrià,8,86296
2018,5,Sarrià-Sant Gervasi,23,Sarrià,9,61970
2018,5,Sarrià-Sant Gervasi,23,Sarrià,10,57444
2018,5,Sarrià-Sant Gervasi,23,Sarrià,11,50471
2018,5,Sarrià-Sant Gervasi,23,Sarrià,12,52811
2018,5,Sarrià-Sant Gervasi,23,Sarrià,13,56706
2018,5,Sarrià-Sant Gervasi,23,Sarrià,14,67051
2018,5,Sarrià-Sant Gervasi,23,Sarrià,15,68896
2018,5,Sarrià-Sant Gervasi,23,Sarrià,16,48896
2018,5,Sarrià-Sant Gervasi,23,Sarrià,17,91933
2018,5,Sarrià-Sant Gervasi,23,Sarrià,18,56401
2018,5,Sarrià-Sant Gervasi,23,Sarrià,19,85466
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,65258
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,89168
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,91933
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,48240
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,91933
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,91933
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,91933
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,91933
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,90614
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,91933
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,91933
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,91933
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,91933
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,80494
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,60791
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,91933
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,91152
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,55538
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,47288
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,79633
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,48847
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,58068
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,50317
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,52251
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,51670
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,68460
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,91933
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,79376
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,69661
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,91933
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,59112
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,77636
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,91933
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,91933
