Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_DOMICILI
2019-01-01,1,Ciutat Vella,1,el Raval,1,1001,278,1
2019-01-01,1,Ciutat Vella,1,el Raval,1,1001,147,2
2019-01-01,1,Ciutat Vella,1,el Raval,1,1001,87,3
2019-01-01,1,Ciutat Vella,1,el Raval,1,1002,225,1
2019-01-01,1,Ciutat Vella,1,el Raval,1,1002,202,2
2019-01-01,1,Ciutat Vella,1,el Raval,1,1002,115,3
2019-01-01,1,Ciutat Vella,1,el Raval,2,1003,530,1
2019-01-01,1,Ciutat Vella,1,el Raval,2,1003,320,2
2019-01-01,1,Ciutat Vella,1,el Raval,2,1003,224,3
2019-01-01,1,Ciutat Vella,1,el Raval,2,1004,595,1
2019-01-01,1,Ciutat Vella,1,el Raval,2,1004,309,2
2019-01-01,1,Ciutat Vella,1,el Raval,2,1004,201,3
2019-01-01,1,Ciutat Vella,1,el Raval,3,1005,472,1
2019-01-01,1,Ciutat Vella,1,el Raval,3,1005,297,2
2019-01-01,1,Ciutat Vella,1,el Raval,3,1005,169,3
2019-01-01,1,Ciutat Vella,1,el Raval,3,1006,268,1
2019-01-01,1,Ciutat Vella,1,el Raval,3,1006,226,2
2019-01-01,1,Ciutat Vella,1,el Raval,3,1006,124,3
2019-01-01,1,Ciutat Vella,1,el Raval,3,1007,291,1
2019-01-01,1,Ciutat Vella,1,el Raval,3,1007,233,2
2019-01-01,1,Ciutat Vella,1,el Raval,3,1007,164,3
2019-01-01,1,Ciutat Vella,1,el Raval,4,1008,387,1
2019-01-01,1,Ciutat Vella,1,el Raval,4,1008,385,2
2019-01-01,1,Ciutat Vella,1,el Raval,4,1008,242,3
2019-01-01,1,Ciutat Vella,1,el Raval,4,1009,410,1
2019-01-01,1,Ciutat Vella,1,el Raval,4,1009,262,2
2019-01-01,1,Ciutat Vella,1,el Raval,4,1009,149,3
2019-01-01,1,Ciutat Vella,1,el Raval,4,1010,286,1
2019-01-01,1,Ciutat Vella,1,el Raval,4,1010,283,2
2019-01-01,1,Ciutat Vella,1,el Raval,4,1010,200,3
2019-01-01,1,Ciutat Vella,1,el Raval,5,1011,415,1
2019-01-01,1,Ciutat Vella,1,el Raval,5,1011,439,2
2019-01-01,1,Ciutat Vella,1,el Raval,5,1011,269,3
2019-01-01,1,Ciutat Vella,1,el Raval,5,1012,366,1
2019-01-01,1,Ciutat Vella,1,el Raval,5,1012,208,2
2019-01-01,1,Ciutat Vella,1,el Raval,5,1012,157,3
2019-01-01,1,Ciutat Vella,1,el Raval,5,1013,299,1
2019-01-01,1,Ciutat Vella,1,el Raval,5,1013,81,2
2019-01-01,1,Ciutat Vella,1,el Raval,5,1013,118,3
2019-01-01,1,Ciutat Vella,1,el Raval,6,1014,267,1
2019-01-01,1,Ciutat Vella,1,el Raval,6,1014,151,2
2019-01-01,1,Ciutat Vella,1,el Raval,6,1014,149,3
2019-01-01,1,Ciutat Vella,1,el Raval,6,1015,365,1
2019-01-01,1,Ciutat Vella,1,el Raval,6,1015,260,2
2019-01-01,1,Ciutat Vella,1,el Raval,6,1015,189,3
2019-01-01,1,Ciutat Vella,1,el Raval,6,1016,270,1
2019-01-01,1,Ciutat Vella,1,el Raval,6,1016,255,2
2019-01-01,1,Ciutat Vella,1,el Raval,6,1016,215,3
2019-01-01,1,Ciutat Vella,1,el Raval,6,1017,331,1
2019-01-01,1,Ciutat Vella,1,el Raval,6,1017,311,2
2019-01-01,1,Ciutat Vella,1,el Raval,6,1017,219,3
2019-01-01,1,Ciutat Vella,1,el Raval,7,1018,266,1
2019-01-01,1,Ciutat Vella,1,el Raval,7,1018,140,2
2019-01-01,1,Ciutat Vella,1,el Raval,7,1018,145,3
2019-01-01,1,Ciutat Vella,1,el Raval,7,1019,461,1
2019-01-01,1,Ciutat Vella,1,el Raval,7,1019,431,2
2019-01-01,1,Ciutat Vella,1,el Raval,7,1019,226,3
2019-01-01,1,Ciutat Vella,1,el Raval,7,1020,500,1
2019-01-01,1,Ciutat Vella,1,el Raval,7,1020,235,2
2019-01-01,1,Ciutat Vella,1,el Raval,7,1020,181,3
2019-01-01,1,Ciutat Vella,1,el Raval,8,1021,519,1
2019-01-01,1,Ciutat Vella,1,el Raval,8,1021,283,2
2019-01-01,1,Ciutat Vella,1,el Raval,8,1021,153,3
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,310,1
