Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_DOMICILI
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,299,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,138,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,86,3
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,272,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,165,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,110,3
2013-01-01,1,Ciutat Vella,1,el Raval,2,1003,594,1
2013-01-01,1,Ciutat Vella,1,el Raval,2,1003,279,2
2013-01-01,1,Ciutat Vella,1,el Raval,2,1003,193,3
2013-01-01,1,Ciutat Vella,1,el Raval,2,1004,657,1
2013-01-01,1,Ciutat Vella,1,el Raval,2,1004,249,2
2013-01-01,1,Ciutat Vella,1,el Raval,2,1004,190,3
2013-01-01,1,Ciutat Vella,1,el Raval,3,1005,567,1
2013-01-01,1,Ciutat Vella,1,el Raval,3,1005,230,2
2013-01-01,1,Ciutat Vella,1,el Raval,3,1005,160,3
2013-01-01,1,Ciutat Vella,1,el Raval,3,1006,286,1
2013-01-01,1,Ciutat Vella,1,el Raval,3,1006,212,2
2013-01-01,1,Ciutat Vella,1,el Raval,3,1006,137,3
2013-01-01,1,Ciutat Vella,1,el Raval,3,1007,339,1
2013-01-01,1,Ciutat Vella,1,el Raval,3,1007,189,2
2013-01-01,1,Ciutat Vella,1,el Raval,3,1007,148,3
2013-01-01,1,Ciutat Vella,1,el Raval,4,1008,486,1
2013-01-01,1,Ciutat Vella,1,el Raval,4,1008,353,2
2013-01-01,1,Ciutat Vella,1,el Raval,4,1008,203,3
2013-01-01,1,Ciutat Vella,1,el Raval,4,1009,472,1
2013-01-01,1,Ciutat Vella,1,el Raval,4,1009,220,2
2013-01-01,1,Ciutat Vella,1,el Raval,4,1009,136,3
2013-01-01,1,Ciutat Vella,1,el Raval,4,1010,357,1
2013-01-01,1,Ciutat Vella,1,el Raval,4,1010,256,2
2013-01-01,1,Ciutat Vella,1,el Raval,4,1010,152,3
2013-01-01,1,Ciutat Vella,1,el Raval,5,1011,511,1
2013-01-01,1,Ciutat Vella,1,el Raval,5,1011,350,2
2013-01-01,1,Ciutat Vella,1,el Raval,5,1011,259,3
2013-01-01,1,Ciutat Vella,1,el Raval,5,1012,415,1
2013-01-01,1,Ciutat Vella,1,el Raval,5,1012,177,2
2013-01-01,1,Ciutat Vella,1,el Raval,5,1012,133,3
2013-01-01,1,Ciutat Vella,1,el Raval,5,1013,326,1
2013-01-01,1,Ciutat Vella,1,el Raval,5,1013,87,2
2013-01-01,1,Ciutat Vella,1,el Raval,5,1013,100,3
2013-01-01,1,Ciutat Vella,1,el Raval,6,1014,293,1
2013-01-01,1,Ciutat Vella,1,el Raval,6,1014,127,2
2013-01-01,1,Ciutat Vella,1,el Raval,6,1014,174,3
2013-01-01,1,Ciutat Vella,1,el Raval,6,1015,437,1
2013-01-01,1,Ciutat Vella,1,el Raval,6,1015,198,2
2013-01-01,1,Ciutat Vella,1,el Raval,6,1015,175,3
2013-01-01,1,Ciutat Vella,1,el Raval,6,1016,344,1
2013-01-01,1,Ciutat Vella,1,el Raval,6,1016,216,2
2013-01-01,1,Ciutat Vella,1,el Raval,6,1016,208,3
2013-01-01,1,Ciutat Vella,1,el Raval,6,1017,399,1
2013-01-01,1,Ciutat Vella,1,el Raval,6,1017,261,2
2013-01-01,1,Ciutat Vella,1,el Raval,6,1017,230,3
2013-01-01,1,Ciutat Vella,1,el Raval,7,1018,309,1
