Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Sup_mitjana_m2
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,94.3
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,98.7
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,87.5
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,82.5
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,74.9
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,91.2
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,101.0
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,81.1
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,80.8
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,91.0
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,70.6
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,92.4
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,84.2
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,103.3
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,104.3
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,96.4
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,100.2
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,110,79.4
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,111,77.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,112,100.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,113,91.8
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,114,82.1
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,115,73.6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,116,94.3
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,117,85.2
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,118,89.8
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,119,83.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,120,74.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,121,79.8
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,122,83.6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,123,69.1
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,124,80.6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,125,82.0
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,126,88.4
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,127,70.7
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,128,68.7
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,129,79.4
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,130,122.1
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,131,77.7
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,132,76.4
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,133,93.6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,134,71.5
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,135,69.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,136,78.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,137,75.7
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,138,88.1
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,139,71.6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,140,81.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,141,82.8
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,142,76.1
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,143,87.2
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,144,104.3
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,145,97.6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,146,87.5
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,147,76.4
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,148,74.9
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,149,85.9
2019,2,Eixample,10,Sant Antoni,150,81.0
2019,2,Eixample,10,Sant Antoni,151,83.7
2019,2,Eixample,10,Sant Antoni,152,86.8
2019,2,Eixample,10,Sant Antoni,153,77.1
2019,2,Eixample,10,Sant Antoni,154,71.9
2019,2,Eixample,10,Sant Antoni,155,77.8
2019,2,Eixample,10,Sant Antoni,156,80.5
2019,2,Eixample,10,Sant Antoni,157,76.1
2019,2,Eixample,10,Sant Antoni,158,80.8
2019,2,Eixample,10,Sant Antoni,159,88.9
2019,2,Eixample,10,Sant Antoni,160,84.5
2019,2,Eixample,10,Sant Antoni,161,77.7
2019,2,Eixample,10,Sant Antoni,162,71.9
2019,2,Eixample,10,Sant Antoni,163,95.0
2019,2,Eixample,10,Sant Antoni,164,100.3
2019,2,Eixample,10,Sant Antoni,165,84.4
2019,2,Eixample,10,Sant Antoni,166,78.5
2019,2,Eixample,10,Sant Antoni,167,78.6
2019,2,Eixample,10,Sant Antoni,168,73.6
2019,2,Eixample,10,Sant Antoni,169,77.5
2019,2,Eixample,10,Sant Antoni,170,76.4
2019,2,Eixample,10,Sant Antoni,171,78.1
2019,2,Eixample,10,Sant Antoni,172,69.4
2019,2,Eixample,10,Sant Antoni,173,75.3
2019,3,Sants-Montjuïc,11,el Poble Sec,1,71.9
2019,3,Sants-Montjuïc,11,el Poble Sec,2,57.0
2019,3,Sants-Montjuïc,11,el Poble Sec,3,57.9
2019,3,Sants-Montjuïc,11,el Poble Sec,4,66.1
2019,3,Sants-Montjuïc,11,el Poble Sec,5,65.7
2019,3,Sants-Montjuïc,11,el Poble Sec,6,63.5
2019,3,Sants-Montjuïc,11,el Poble Sec,7,60.5
2019,3,Sants-Montjuïc,11,el Poble Sec,8,58.3
2019,3,Sants-Montjuïc,11,el Poble Sec,9,69.7
2019,3,Sants-Montjuïc,11,el Poble Sec,10,71.7
2019,3,Sants-Montjuïc,11,el Poble Sec,11,54.7
2019,3,Sants-Montjuïc,11,el Poble Sec,12,66.5
2019,3,Sants-Montjuïc,11,el Poble Sec,13,57.2
2019,3,Sants-Montjuïc,11,el Poble Sec,14,58.1
2019,3,Sants-Montjuïc,11,el Poble Sec,15,66.8
2019,3,Sants-Montjuïc,11,el Poble Sec,16,71.5
2019,3,Sants-Montjuïc,11,el Poble Sec,17,55.3
2019,3,Sants-Montjuïc,11,el Poble Sec,18,64.3
2019,3,Sants-Montjuïc,11,el Poble Sec,19,64.3
2019,3,Sants-Montjuïc,11,el Poble Sec,20,79.0
2019,3,Sants-Montjuïc,11,el Poble Sec,21,71.6
2019,3,Sants-Montjuïc,11,el Poble Sec,22,64.2
2019,3,Sants-Montjuïc,11,el Poble Sec,23,60.4
2019,3,Sants-Montjuïc,11,el Poble Sec,24,58.1
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,94.3
2019,3,Sants-Montjuïc,13,la Marina de Port,26,73.4
2019,3,Sants-Montjuïc,13,la Marina de Port,27,65.1
2019,3,Sants-Montjuïc,13,la Marina de Port,28,79.6
2019,3,Sants-Montjuïc,13,la Marina de Port,29,77.3
2019,3,Sants-Montjuïc,13,la Marina de Port,30,71.6
2019,3,Sants-Montjuïc,13,la Marina de Port,31,77.3
2019,3,Sants-Montjuïc,13,la Marina de Port,32,71.0
2019,3,Sants-Montjuïc,13,la Marina de Port,33,61.6
2019,3,Sants-Montjuïc,13,la Marina de Port,34,76.1
2019,3,Sants-Montjuïc,13,la Marina de Port,35,82.7
2019,3,Sants-Montjuïc,13,la Marina de Port,36,64.7
2019,3,Sants-Montjuïc,13,la Marina de Port,37,63.7
2019,3,Sants-Montjuïc,13,la Marina de Port,38,75.8
2019,3,Sants-Montjuïc,13,la Marina de Port,39,66.6
2019,3,Sants-Montjuïc,13,la Marina de Port,211,82.4
2019,3,Sants-Montjuïc,13,la Marina de Port,212,73.7
2019,3,Sants-Montjuïc,13,la Marina de Port,213,62.7
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,40,78.5
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,41,79.6
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,42,65.5
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,43,74.5
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,44,72.1
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,45,66.2
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,46,83.7
2019,3,Sants-Montjuïc,15,Hostafrancs,47,69.2
2019,3,Sants-Montjuïc,15,Hostafrancs,48,72.1
2019,3,Sants-Montjuïc,15,Hostafrancs,49,64.4
2019,3,Sants-Montjuïc,15,Hostafrancs,50,67.1
2019,3,Sants-Montjuïc,15,Hostafrancs,51,65.8
2019,3,Sants-Montjuïc,15,Hostafrancs,52,66.9
2019,3,Sants-Montjuïc,15,Hostafrancs,53,68.9
2019,3,Sants-Montjuïc,15,Hostafrancs,54,80.5
2019,3,Sants-Montjuïc,15,Hostafrancs,55,68.2
2019,3,Sants-Montjuïc,15,Hostafrancs,56,66.2
2019,3,Sants-Montjuïc,16,la Bordeta,57,69.1
2019,3,Sants-Montjuïc,16,la Bordeta,58,80.3
2019,3,Sants-Montjuïc,16,la Bordeta,59,67.1
2019,3,Sants-Montjuïc,16,la Bordeta,60,71.9
2019,3,Sants-Montjuïc,16,la Bordeta,61,67.0
2019,3,Sants-Montjuïc,16,la Bordeta,62,64.5
2019,3,Sants-Montjuïc,16,la Bordeta,63,70.1
2019,3,Sants-Montjuïc,16,la Bordeta,64,74.8
2019,3,Sants-Montjuïc,16,la Bordeta,65,69.8
2019,3,Sants-Montjuïc,16,la Bordeta,66,76.1
2019,3,Sants-Montjuïc,16,la Bordeta,67,83.1
2019,3,Sants-Montjuïc,16,la Bordeta,68,64.7
2019,3,Sants-Montjuïc,16,la Bordeta,69,73.1
2019,3,Sants-Montjuïc,17,Sants - Badal,70,66.3
2019,3,Sants-Montjuïc,17,Sants - Badal,71,61.4
2019,3,Sants-Montjuïc,17,Sants - Badal,72,59.6
2019,3,Sants-Montjuïc,17,Sants - Badal,73,68.3
2019,3,Sants-Montjuïc,17,Sants - Badal,74,70.2
2019,3,Sants-Montjuïc,17,Sants - Badal,75,72.1
2019,3,Sants-Montjuïc,17,Sants - Badal,76,70.3
2019,3,Sants-Montjuïc,17,Sants - Badal,77,67.0
2019,3,Sants-Montjuïc,17,Sants - Badal,78,67.6
2019,3,Sants-Montjuïc,17,Sants - Badal,79,64.2
2019,3,Sants-Montjuïc,17,Sants - Badal,80,69.0
2019,3,Sants-Montjuïc,17,Sants - Badal,81,74.9
2019,3,Sants-Montjuïc,17,Sants - Badal,82,73.1
2019,3,Sants-Montjuïc,17,Sants - Badal,83,71.6
2019,3,Sants-Montjuïc,17,Sants - Badal,84,78.9
2019,3,Sants-Montjuïc,17,Sants - Badal,85,66.6
2019,3,Sants-Montjuïc,18,Sants,86,86.3
2019,3,Sants-Montjuïc,18,Sants,87,86.7
2019,3,Sants-Montjuïc,18,Sants,88,69.1
2019,3,Sants-Montjuïc,18,Sants,89,75.1
2019,3,Sants-Montjuïc,18,Sants,90,82.7
2019,3,Sants-Montjuïc,18,Sants,91,69.3
2019,3,Sants-Montjuïc,18,Sants,92,67.1
2019,3,Sants-Montjuïc,18,Sants,93,69.9
2019,3,Sants-Montjuïc,18,Sants,94,67.9
2019,3,Sants-Montjuïc,18,Sants,95,64.8
2019,3,Sants-Montjuïc,18,Sants,96,67.4
2019,3,Sants-Montjuïc,18,Sants,97,55.8
2019,3,Sants-Montjuïc,18,Sants,98,63.7
2019,3,Sants-Montjuïc,18,Sants,99,63.3
2019,3,Sants-Montjuïc,18,Sants,100,65.6
2019,3,Sants-Montjuïc,18,Sants,101,68.1
2019,3,Sants-Montjuïc,18,Sants,102,64.0
2019,3,Sants-Montjuïc,18,Sants,103,70.0
2019,3,Sants-Montjuïc,18,Sants,104,70.3
2019,3,Sants-Montjuïc,18,Sants,105,68.5
2019,3,Sants-Montjuïc,18,Sants,106,66.4
2019,3,Sants-Montjuïc,18,Sants,107,67.3
2019,3,Sants-Montjuïc,18,Sants,108,68.1
2019,3,Sants-Montjuïc,18,Sants,109,66.8
2019,3,Sants-Montjuïc,18,Sants,110,63.6
2019,3,Sants-Montjuïc,18,Sants,111,65.8
2019,3,Sants-Montjuïc,18,Sants,112,79.6
2019,3,Sants-Montjuïc,18,Sants,113,102.9
2019,3,Sants-Montjuïc,18,Sants,114,85.2
2019,4,Les Corts,19,les Corts,1,76.3
2019,4,Les Corts,19,les Corts,2,82.2
2019,4,Les Corts,19,les Corts,3,81.5
2019,4,Les Corts,19,les Corts,4,72.6
2019,4,Les Corts,19,les Corts,5,74.6
2019,4,Les Corts,19,les Corts,6,67.0
2019,4,Les Corts,19,les Corts,7,63.2
2019,4,Les Corts,19,les Corts,8,64.5
2019,4,Les Corts,19,les Corts,9,65.0
2019,4,Les Corts,19,les Corts,10,85.6
2019,4,Les Corts,19,les Corts,11,87.1
2019,4,Les Corts,19,les Corts,12,81.3
2019,4,Les Corts,19,les Corts,13,86.4
2019,4,Les Corts,19,les Corts,14,79.4
2019,4,Les Corts,19,les Corts,15,77.6
2019,4,Les Corts,19,les Corts,16,86.9
2019,4,Les Corts,19,les Corts,17,80.0
2019,4,Les Corts,19,les Corts,18,110.0
2019,4,Les Corts,19,les Corts,19,134.6
2019,4,Les Corts,19,les Corts,20,99.0
2019,4,Les Corts,19,les Corts,21,92.1
2019,4,Les Corts,19,les Corts,22,74.5
2019,4,Les Corts,19,les Corts,23,149.9
2019,4,Les Corts,19,les Corts,24,132.7
2019,4,Les Corts,19,les Corts,25,75.6
2019,4,Les Corts,19,les Corts,26,82.1
2019,4,Les Corts,19,les Corts,27,78.0
2019,4,Les Corts,19,les Corts,28,80.1
2019,4,Les Corts,19,les Corts,29,92.4
2019,4,Les Corts,19,les Corts,30,92.9
2019,4,Les Corts,19,les Corts,31,71.7
2019,4,Les Corts,19,les Corts,32,72.4
2019,4,Les Corts,19,les Corts,33,72.7
2019,4,Les Corts,19,les Corts,34,102.4
2019,4,Les Corts,19,les Corts,35,85.4
2019,4,Les Corts,20,la Maternitat i Sant Ramon,36,82.7
2019,4,Les Corts,20,la Maternitat i Sant Ramon,37,82.9
2019,4,Les Corts,20,la Maternitat i Sant Ramon,38,79.0
2019,4,Les Corts,20,la Maternitat i Sant Ramon,39,73.2
2019,4,Les Corts,20,la Maternitat i Sant Ramon,40,67.4
2019,4,Les Corts,20,la Maternitat i Sant Ramon,41,64.8
2019,4,Les Corts,20,la Maternitat i Sant Ramon,42,69.0
2019,4,Les Corts,20,la Maternitat i Sant Ramon,43,93.5
2019,4,Les Corts,20,la Maternitat i Sant Ramon,44,68.1
2019,4,Les Corts,20,la Maternitat i Sant Ramon,45,74.1
2019,4,Les Corts,20,la Maternitat i Sant Ramon,46,99.6
2019,4,Les Corts,20,la Maternitat i Sant Ramon,47,92.3
2019,4,Les Corts,20,la Maternitat i Sant Ramon,48,84.7
2019,4,Les Corts,20,la Maternitat i Sant Ramon,49,113.4
2019,4,Les Corts,20,la Maternitat i Sant Ramon,84,103.8
2019,4,Les Corts,21,Pedralbes,50,132.1
2019,4,Les Corts,21,Pedralbes,51,100.7
2019,4,Les Corts,21,Pedralbes,52,137.7
2019,4,Les Corts,21,Pedralbes,53,108.6
2019,4,Les Corts,21,Pedralbes,54,125.3
2019,4,Les Corts,21,Pedralbes,55,171.7
2019,4,Les Corts,21,Pedralbes,56,139.7
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,60.4
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,97.3
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,92.0
2019,5,Sarrià-Sant Gervasi,23,Sarrià,4,110.2
2019,5,Sarrià-Sant Gervasi,23,Sarrià,5,76.7
2019,5,Sarrià-Sant Gervasi,23,Sarrià,6,144.8
2019,5,Sarrià-Sant Gervasi,23,Sarrià,7,90.4
2019,5,Sarrià-Sant Gervasi,23,Sarrià,8,97.0
2019,5,Sarrià-Sant Gervasi,23,Sarrià,9,89.2
2019,5,Sarrià-Sant Gervasi,23,Sarrià,10,82.9
2019,5,Sarrià-Sant Gervasi,23,Sarrià,11,80.5
2019,5,Sarrià-Sant Gervasi,23,Sarrià,12,72.9
2019,5,Sarrià-Sant Gervasi,23,Sarrià,13,78.9
2019,5,Sarrià-Sant Gervasi,23,Sarrià,14,82.5
2019,5,Sarrià-Sant Gervasi,23,Sarrià,15,94.0
2019,5,Sarrià-Sant Gervasi,23,Sarrià,16,89.5
2019,5,Sarrià-Sant Gervasi,23,Sarrià,17,121.4
2019,5,Sarrià-Sant Gervasi,23,Sarrià,18,95.1
2019,5,Sarrià-Sant Gervasi,23,Sarrià,19,135.0
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,96.4
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,124.7
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,113.9
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,86.9
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,139.5
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,154.7
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,152.1
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,160.9
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,139.6
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,164.9
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,163.7
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,147.1
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,121.9
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,115.6
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,106.9
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,159.7
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,142.5
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,106.7
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,85.5
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,123.9
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,87.4
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,89.2
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,91.4
