Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Edat_mitjana
2021,1,Ciutat Vella,1,el Raval,1,"70,2"
2021,1,Ciutat Vella,1,el Raval,2,"109,8"
2021,1,Ciutat Vella,1,el Raval,3,"93,2"
2021,1,Ciutat Vella,1,el Raval,4,"90,0"
2021,1,Ciutat Vella,1,el Raval,5,"101,0"
2021,1,Ciutat Vella,1,el Raval,6,"119,2"
2021,1,Ciutat Vella,1,el Raval,7,"114,1"
2021,1,Ciutat Vella,1,el Raval,8,"117,7"
2021,1,Ciutat Vella,1,el Raval,9,"101,0"
2021,1,Ciutat Vella,1,el Raval,10,"129,9"
2021,1,Ciutat Vella,1,el Raval,11,"137,6"
2021,1,Ciutat Vella,1,el Raval,12,"113,0"
2021,1,Ciutat Vella,1,el Raval,13,"94,5"
2021,1,Ciutat Vella,1,el Raval,14,"136,3"
2021,1,Ciutat Vella,1,el Raval,15,"113,7"
2021,1,Ciutat Vella,1,el Raval,16,"113,9"
2021,1,Ciutat Vella,1,el Raval,17,"135,8"
2021,1,Ciutat Vella,1,el Raval,18,"104,6"
2021,1,Ciutat Vella,1,el Raval,19,"133,0"
2021,1,Ciutat Vella,1,el Raval,20,"125,2"
2021,1,Ciutat Vella,1,el Raval,21,"110,0"
2021,1,Ciutat Vella,2,el Gòtic,22,"93,8"
2021,1,Ciutat Vella,2,el Gòtic,23,"136,1"
2021,1,Ciutat Vella,2,el Gòtic,25,"143,8"
2021,1,Ciutat Vella,2,el Gòtic,26,"137,6"
2021,1,Ciutat Vella,2,el Gòtic,27,"137,6"
2021,1,Ciutat Vella,2,el Gòtic,28,"117,1"
2021,1,Ciutat Vella,2,el Gòtic,29,"112,7"
2021,1,Ciutat Vella,2,el Gòtic,30,"102,9"
2021,1,Ciutat Vella,2,el Gòtic,31,"124,2"
2021,1,Ciutat Vella,3,la Barceloneta,32,"84,5"
2021,1,Ciutat Vella,3,la Barceloneta,33,"84,1"
2021,1,Ciutat Vella,3,la Barceloneta,34,"86,0"
2021,1,Ciutat Vella,3,la Barceloneta,35,"92,4"
2021,1,Ciutat Vella,3,la Barceloneta,36,"45,2"
2021,1,Ciutat Vella,3,la Barceloneta,37,"85,3"
2021,1,Ciutat Vella,3,la Barceloneta,38,"104,6"
2021,1,Ciutat Vella,3,la Barceloneta,39,"87,5"
2021,1,Ciutat Vella,3,la Barceloneta,40,"83,2"
2021,1,Ciutat Vella,3,la Barceloneta,41,"100,1"
2021,1,Ciutat Vella,3,la Barceloneta,42,"74,6"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,"76,7"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,"98,7"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,"129,2"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,"123,9"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,"119,9"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,"125,6"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,"95,5"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,"120,2"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,"125,3"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,"109,9"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,"96,3"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,"100,3"
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,"68,9"
2021,2,Eixample,5,el Fort Pienc,1,"63,3"
2021,2,Eixample,5,el Fort Pienc,2,"54,4"
2021,2,Eixample,5,el Fort Pienc,3,"62,4"
2021,2,Eixample,5,el Fort Pienc,4,"56,3"
2021,2,Eixample,5,el Fort Pienc,5,"51,2"
2021,2,Eixample,5,el Fort Pienc,6,"62,0"
2021,2,Eixample,5,el Fort Pienc,7,"58,0"
2021,2,Eixample,5,el Fort Pienc,8,"58,4"
2021,2,Eixample,5,el Fort Pienc,9,"56,3"
2021,2,Eixample,5,el Fort Pienc,10,"53,3"
2021,2,Eixample,5,el Fort Pienc,11,"52,2"
2021,2,Eixample,5,el Fort Pienc,12,"54,6"
2021,2,Eixample,5,el Fort Pienc,13,"83,0"
2021,2,Eixample,5,el Fort Pienc,14,"87,0"
2021,2,Eixample,5,el Fort Pienc,15,"70,5"
2021,2,Eixample,5,el Fort Pienc,16,"66,0"
2021,2,Eixample,5,el Fort Pienc,17,"57,7"
2021,2,Eixample,5,el Fort Pienc,18,"60,1"
2021,2,Eixample,5,el Fort Pienc,19,"65,0"
2021,2,Eixample,5,el Fort Pienc,20,"79,0"
2021,2,Eixample,6,la Sagrada Família,21,"63,2"
2021,2,Eixample,6,la Sagrada Família,22,"63,3"
2021,2,Eixample,6,la Sagrada Família,23,"49,6"
2021,2,Eixample,6,la Sagrada Família,24,"69,4"
2021,2,Eixample,6,la Sagrada Família,25,"60,3"
2021,2,Eixample,6,la Sagrada Família,26,"62,7"
2021,2,Eixample,6,la Sagrada Família,27,"64,8"
2021,2,Eixample,6,la Sagrada Família,28,"66,9"
2021,2,Eixample,6,la Sagrada Família,29,"48,7"
2021,2,Eixample,6,la Sagrada Família,30,"60,5"
2021,2,Eixample,6,la Sagrada Família,31,"57,0"
2021,2,Eixample,6,la Sagrada Família,32,"57,4"
2021,2,Eixample,6,la Sagrada Família,33,"55,0"
2021,2,Eixample,6,la Sagrada Família,34,"70,3"
2021,2,Eixample,6,la Sagrada Família,35,"61,9"
2021,2,Eixample,6,la Sagrada Família,36,"61,0"
2021,2,Eixample,6,la Sagrada Família,37,"49,2"
2021,2,Eixample,6,la Sagrada Família,38,"52,5"
2021,2,Eixample,6,la Sagrada Família,39,"69,8"
2021,2,Eixample,6,la Sagrada Família,40,"69,9"
2021,2,Eixample,6,la Sagrada Família,41,"68,5"
2021,2,Eixample,6,la Sagrada Família,42,"49,8"
2021,2,Eixample,6,la Sagrada Família,43,"56,6"
