Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Edat_mitjana
2022,1,Ciutat Vella,1,el Raval,1,70.8
2022,1,Ciutat Vella,1,el Raval,2,110.5
2022,1,Ciutat Vella,1,el Raval,3,94.2
2022,1,Ciutat Vella,1,el Raval,4,88.2
2022,1,Ciutat Vella,1,el Raval,5,102.0
2022,1,Ciutat Vella,1,el Raval,6,120.2
2022,1,Ciutat Vella,1,el Raval,7,115.1
2022,1,Ciutat Vella,1,el Raval,8,118.7
2022,1,Ciutat Vella,1,el Raval,9,102.0
2022,1,Ciutat Vella,1,el Raval,10,130.9
2022,1,Ciutat Vella,1,el Raval,11,138.6
2022,1,Ciutat Vella,1,el Raval,12,114.0
2022,1,Ciutat Vella,1,el Raval,13,95.5
2022,1,Ciutat Vella,1,el Raval,14,136.5
2022,1,Ciutat Vella,1,el Raval,15,114.8
2022,1,Ciutat Vella,1,el Raval,16,113.9
2022,1,Ciutat Vella,1,el Raval,17,136.8
2022,1,Ciutat Vella,1,el Raval,18,105.6
2022,1,Ciutat Vella,1,el Raval,19,134.0
2022,1,Ciutat Vella,1,el Raval,20,126.1
2022,1,Ciutat Vella,1,el Raval,21,111.0
2022,1,Ciutat Vella,2,el Gòtic,22,94.6
2022,1,Ciutat Vella,2,el Gòtic,23,137.6
2022,1,Ciutat Vella,2,el Gòtic,25,144.7
2022,1,Ciutat Vella,2,el Gòtic,26,138.6
2022,1,Ciutat Vella,2,el Gòtic,27,138.6
2022,1,Ciutat Vella,2,el Gòtic,28,117.6
2022,1,Ciutat Vella,2,el Gòtic,29,113.7
2022,1,Ciutat Vella,2,el Gòtic,30,104.1
2022,1,Ciutat Vella,2,el Gòtic,31,125.2
2022,1,Ciutat Vella,3,la Barceloneta,32,85.5
2022,1,Ciutat Vella,3,la Barceloneta,33,85.1
2022,1,Ciutat Vella,3,la Barceloneta,34,87.0
2022,1,Ciutat Vella,3,la Barceloneta,35,93.4
2022,1,Ciutat Vella,3,la Barceloneta,36,46.2
2022,1,Ciutat Vella,3,la Barceloneta,37,86.1
2022,1,Ciutat Vella,3,la Barceloneta,38,105.5
2022,1,Ciutat Vella,3,la Barceloneta,39,88.6
2022,1,Ciutat Vella,3,la Barceloneta,40,84.2
2022,1,Ciutat Vella,3,la Barceloneta,41,101.2
2022,1,Ciutat Vella,3,la Barceloneta,42,75.6
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,77.7
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,99.6
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,130.2
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,124.1
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,120.9
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,126.6
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,96.3
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,121.2
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,126.3
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,110.6
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,97.3
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,101.3
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,69.9
2022,2,Eixample,5,el Fort Pienc,1,58.8
2022,2,Eixample,5,el Fort Pienc,2,55.2
2022,2,Eixample,5,el Fort Pienc,3,63.5
2022,2,Eixample,5,el Fort Pienc,4,57.3
2022,2,Eixample,5,el Fort Pienc,5,52.2
2022,2,Eixample,5,el Fort Pienc,6,63.0
2022,2,Eixample,5,el Fort Pienc,7,59.0
2022,2,Eixample,5,el Fort Pienc,8,59.4
2022,2,Eixample,5,el Fort Pienc,9,57.3
2022,2,Eixample,5,el Fort Pienc,10,54.3
2022,2,Eixample,5,el Fort Pienc,11,53.2
2022,2,Eixample,5,el Fort Pienc,12,55.5
2022,2,Eixample,5,el Fort Pienc,13,84.0
2022,2,Eixample,5,el Fort Pienc,14,88.0
2022,2,Eixample,5,el Fort Pienc,15,71.5
2022,2,Eixample,5,el Fort Pienc,16,65.3
2022,2,Eixample,5,el Fort Pienc,17,58.7
2022,2,Eixample,5,el Fort Pienc,18,61.1
2022,2,Eixample,5,el Fort Pienc,19,65.0
2022,2,Eixample,5,el Fort Pienc,20,79.6
2022,2,Eixample,6,la Sagrada Família,21,63.1
2022,2,Eixample,6,la Sagrada Família,22,64.3
2022,2,Eixample,6,la Sagrada Família,23,50.6
2022,2,Eixample,6,la Sagrada Família,24,68.0
2022,2,Eixample,6,la Sagrada Família,25,61.3
2022,2,Eixample,6,la Sagrada Família,26,63.6
2022,2,Eixample,6,la Sagrada Família,27,65.8
2022,2,Eixample,6,la Sagrada Família,28,67.9
2022,2,Eixample,6,la Sagrada Família,29,49.7
2022,2,Eixample,6,la Sagrada Família,30,60.6
2022,2,Eixample,6,la Sagrada Família,31,58.0
2022,2,Eixample,6,la Sagrada Família,32,57.0
2022,2,Eixample,6,la Sagrada Família,33,56.0
2022,2,Eixample,6,la Sagrada Família,34,71.3
2022,2,Eixample,6,la Sagrada Família,35,62.9
