Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Edat_mitjana
2019,1,Ciutat Vella,1,el Raval,1,69.0
2019,1,Ciutat Vella,1,el Raval,2,107.3
2019,1,Ciutat Vella,1,el Raval,3,91.4
2019,1,Ciutat Vella,1,el Raval,4,88.0
2019,1,Ciutat Vella,1,el Raval,5,101.0
2019,1,Ciutat Vella,1,el Raval,6,117.0
2019,1,Ciutat Vella,1,el Raval,7,112.2
2019,1,Ciutat Vella,1,el Raval,8,115.9
2019,1,Ciutat Vella,1,el Raval,9,99.4
2019,1,Ciutat Vella,1,el Raval,10,128.4
2019,1,Ciutat Vella,1,el Raval,11,135.6
2019,1,Ciutat Vella,1,el Raval,12,114.0
2019,1,Ciutat Vella,1,el Raval,13,92.7
2019,1,Ciutat Vella,1,el Raval,14,134.0
2019,1,Ciutat Vella,1,el Raval,15,112.1
2019,1,Ciutat Vella,1,el Raval,16,111.3
2019,1,Ciutat Vella,1,el Raval,17,133.8
2019,1,Ciutat Vella,1,el Raval,18,102.4
2019,1,Ciutat Vella,1,el Raval,19,134.4
2019,1,Ciutat Vella,1,el Raval,20,122.7
2019,1,Ciutat Vella,1,el Raval,21,108.8
2019,1,Ciutat Vella,2,el Gòtic,22,91.7
2019,1,Ciutat Vella,2,el Gòtic,23,133.9
2019,1,Ciutat Vella,2,el Gòtic,25,143.7
2019,1,Ciutat Vella,2,el Gòtic,26,137.7
2019,1,Ciutat Vella,2,el Gòtic,27,136.2
2019,1,Ciutat Vella,2,el Gòtic,28,117.0
2019,1,Ciutat Vella,2,el Gòtic,29,110.7
2019,1,Ciutat Vella,2,el Gòtic,30,100.5
2019,1,Ciutat Vella,2,el Gòtic,31,127.0
2019,1,Ciutat Vella,3,la Barceloneta,32,82.9
2019,1,Ciutat Vella,3,la Barceloneta,33,82.0
2019,1,Ciutat Vella,3,la Barceloneta,34,84.0
2019,1,Ciutat Vella,3,la Barceloneta,35,90.3
2019,1,Ciutat Vella,3,la Barceloneta,36,43.1
2019,1,Ciutat Vella,3,la Barceloneta,37,83.2
2019,1,Ciutat Vella,3,la Barceloneta,38,102.6
2019,1,Ciutat Vella,3,la Barceloneta,39,85.5
2019,1,Ciutat Vella,3,la Barceloneta,40,81.4
2019,1,Ciutat Vella,3,la Barceloneta,41,98.1
2019,1,Ciutat Vella,3,la Barceloneta,42,73.6
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,78.0
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,96.4
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,127.1
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,123.2
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,119.3
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,123.9
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,93.5
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,116.9
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,123.6
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,108.3
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,94.9
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,98.6
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,66.9
2019,2,Eixample,5,el Fort Pienc,1,61.1
2019,2,Eixample,5,el Fort Pienc,2,52.5
2019,2,Eixample,5,el Fort Pienc,3,60.4
2019,2,Eixample,5,el Fort Pienc,4,54.2
2019,2,Eixample,5,el Fort Pienc,5,48.5
2019,2,Eixample,5,el Fort Pienc,6,59.7
2019,2,Eixample,5,el Fort Pienc,7,56.1
2019,2,Eixample,5,el Fort Pienc,8,56.3
2019,2,Eixample,5,el Fort Pienc,9,56.4
2019,2,Eixample,5,el Fort Pienc,10,51.2
2019,2,Eixample,5,el Fort Pienc,11,53.1
2019,2,Eixample,5,el Fort Pienc,12,53.8
2019,2,Eixample,5,el Fort Pienc,13,80.9
2019,2,Eixample,5,el Fort Pienc,14,85.0
2019,2,Eixample,5,el Fort Pienc,15,68.4
2019,2,Eixample,5,el Fort Pienc,16,64.1
2019,2,Eixample,5,el Fort Pienc,17,55.8
2019,2,Eixample,5,el Fort Pienc,18,58.2
2019,2,Eixample,5,el Fort Pienc,19,62.9
2019,2,Eixample,5,el Fort Pienc,20,77.1
2019,2,Eixample,6,la Sagrada Família,21,61.2
2019,2,Eixample,6,la Sagrada Família,22,61.3
2019,2,Eixample,6,la Sagrada Família,23,47.7
2019,2,Eixample,6,la Sagrada Família,24,66.6
2019,2,Eixample,6,la Sagrada Família,25,58.2
2019,2,Eixample,6,la Sagrada Família,26,60.4
2019,2,Eixample,6,la Sagrada Família,27,62.8
2019,2,Eixample,6,la Sagrada Família,28,64.8
2019,2,Eixample,6,la Sagrada Família,29,46.6
2019,2,Eixample,6,la Sagrada Família,30,58.4
2019,2,Eixample,6,la Sagrada Família,31,54.9
2019,2,Eixample,6,la Sagrada Família,32,55.3
2019,2,Eixample,6,la Sagrada Família,33,53.1
2019,2,Eixample,6,la Sagrada Família,34,68.2
2019,2,Eixample,6,la Sagrada Família,35,59.8
2019,2,Eixample,6,la Sagrada Família,36,59.1
2019,2,Eixample,6,la Sagrada Família,37,47.2
2019,2,Eixample,6,la Sagrada Família,38,50.1
2019,2,Eixample,6,la Sagrada Família,39,67.7
2019,2,Eixample,6,la Sagrada Família,40,68.9
2019,2,Eixample,6,la Sagrada Família,41,66.4
2019,2,Eixample,6,la Sagrada Família,42,47.7
2019,2,Eixample,6,la Sagrada Família,43,54.6
2019,2,Eixample,6,la Sagrada Família,44,58.7
2019,2,Eixample,6,la Sagrada Família,45,60.4
2019,2,Eixample,6,la Sagrada Família,46,68.3
2019,2,Eixample,6,la Sagrada Família,47,56.4
2019,2,Eixample,6,la Sagrada Família,48,62.3
