Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Edat_mitjana
2018,1,Ciutat Vella,1,el Raval,1,68.0
2018,1,Ciutat Vella,1,el Raval,2,106.3
2018,1,Ciutat Vella,1,el Raval,3,90.4
2018,1,Ciutat Vella,1,el Raval,4,87.0
2018,1,Ciutat Vella,1,el Raval,5,100.0
2018,1,Ciutat Vella,1,el Raval,6,116.0
2018,1,Ciutat Vella,1,el Raval,7,111.2
2018,1,Ciutat Vella,1,el Raval,8,114.9
2018,1,Ciutat Vella,1,el Raval,9,98.4
2018,1,Ciutat Vella,1,el Raval,10,127.4
2018,1,Ciutat Vella,1,el Raval,11,134.6
2018,1,Ciutat Vella,1,el Raval,12,113.0
2018,1,Ciutat Vella,1,el Raval,13,91.7
2018,1,Ciutat Vella,1,el Raval,14,133.0
2018,1,Ciutat Vella,1,el Raval,15,111.1
2018,1,Ciutat Vella,1,el Raval,16,110.3
2018,1,Ciutat Vella,1,el Raval,17,132.8
2018,1,Ciutat Vella,1,el Raval,18,101.4
2018,1,Ciutat Vella,1,el Raval,19,133.4
2018,1,Ciutat Vella,1,el Raval,20,121.7
2018,1,Ciutat Vella,1,el Raval,21,107.8
2018,1,Ciutat Vella,2,el Gòtic,22,90.7
2018,1,Ciutat Vella,2,el Gòtic,23,132.9
2018,1,Ciutat Vella,2,el Gòtic,25,142.5
2018,1,Ciutat Vella,2,el Gòtic,26,137.7
2018,1,Ciutat Vella,2,el Gòtic,27,135.2
2018,1,Ciutat Vella,2,el Gòtic,28,116.0
2018,1,Ciutat Vella,2,el Gòtic,29,109.7
2018,1,Ciutat Vella,2,el Gòtic,30,99.5
2018,1,Ciutat Vella,2,el Gòtic,31,126.0
2018,1,Ciutat Vella,3,la Barceloneta,32,81.9
2018,1,Ciutat Vella,3,la Barceloneta,33,81.0
2018,1,Ciutat Vella,3,la Barceloneta,34,83.0
2018,1,Ciutat Vella,3,la Barceloneta,35,89.3
2018,1,Ciutat Vella,3,la Barceloneta,36,42.1
2018,1,Ciutat Vella,3,la Barceloneta,37,82.2
2018,1,Ciutat Vella,3,la Barceloneta,38,101.6
2018,1,Ciutat Vella,3,la Barceloneta,39,84.5
2018,1,Ciutat Vella,3,la Barceloneta,40,80.4
2018,1,Ciutat Vella,3,la Barceloneta,41,97.1
2018,1,Ciutat Vella,3,la Barceloneta,42,72.6
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,77.0
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,95.4
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,126.1
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,122.2
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,118.3
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,122.9
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,92.5
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,115.9
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,122.6
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,107.3
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,93.9
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,97.6
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,65.9
2018,2,Eixample,5,el Fort Pienc,1,60.1
2018,2,Eixample,5,el Fort Pienc,2,51.5
2018,2,Eixample,5,el Fort Pienc,3,59.4
2018,2,Eixample,5,el Fort Pienc,4,53.2
2018,2,Eixample,5,el Fort Pienc,5,47.5
2018,2,Eixample,5,el Fort Pienc,6,58.7
2018,2,Eixample,5,el Fort Pienc,7,55.1
2018,2,Eixample,5,el Fort Pienc,8,55.3
2018,2,Eixample,5,el Fort Pienc,9,55.4
2018,2,Eixample,5,el Fort Pienc,10,50.2
2018,2,Eixample,5,el Fort Pienc,11,52.1
2018,2,Eixample,5,el Fort Pienc,12,52.8
2018,2,Eixample,5,el Fort Pienc,13,79.9
2018,2,Eixample,5,el Fort Pienc,14,84.0
2018,2,Eixample,5,el Fort Pienc,15,67.4
2018,2,Eixample,5,el Fort Pienc,16,63.1
2018,2,Eixample,5,el Fort Pienc,17,54.8
2018,2,Eixample,5,el Fort Pienc,18,57.2
2018,2,Eixample,5,el Fort Pienc,19,61.9
2018,2,Eixample,5,el Fort Pienc,20,76.1
2018,2,Eixample,6,la Sagrada Família,21,60.2
2018,2,Eixample,6,la Sagrada Família,22,60.3
2018,2,Eixample,6,la Sagrada Família,23,46.7
2018,2,Eixample,6,la Sagrada Família,24,65.6
2018,2,Eixample,6,la Sagrada Família,25,57.2
2018,2,Eixample,6,la Sagrada Família,26,59.4
2018,2,Eixample,6,la Sagrada Família,27,61.8
2018,2,Eixample,6,la Sagrada Família,28,63.8
2018,2,Eixample,6,la Sagrada Família,29,45.6
2018,2,Eixample,6,la Sagrada Família,30,57.4
2018,2,Eixample,6,la Sagrada Família,31,53.9
2018,2,Eixample,6,la Sagrada Família,32,54.3
2018,2,Eixample,6,la Sagrada Família,33,52.1
2018,2,Eixample,6,la Sagrada Família,34,67.2
2018,2,Eixample,6,la Sagrada Família,35,58.8
2018,2,Eixample,6,la Sagrada Família,36,58.1
2018,2,Eixample,6,la Sagrada Família,37,46.2
2018,2,Eixample,6,la Sagrada Família,38,49.1
2018,2,Eixample,6,la Sagrada Família,39,66.7
2018,2,Eixample,6,la Sagrada Família,40,67.9
2018,2,Eixample,6,la Sagrada Família,41,65.4
2018,2,Eixample,6,la Sagrada Família,42,46.7
2018,2,Eixample,6,la Sagrada Família,43,53.6
2018,2,Eixample,6,la Sagrada Família,44,57.7
2018,2,Eixample,6,la Sagrada Família,45,59.4
2018,2,Eixample,6,la Sagrada Família,46,67.3
2018,2,Eixample,6,la Sagrada Família,47,55.4
2018,2,Eixample,6,la Sagrada Família,48,61.3
2018,2,Eixample,6,la Sagrada Família,49,65.3
2018,2,Eixample,6,la Sagrada Família,50,69.0
2018,2,Eixample,6,la Sagrada Família,51,79.1
2018,2,Eixample,6,la Sagrada Família,52,69.7
2018,2,Eixample,6,la Sagrada Família,53,64.6
2018,2,Eixample,6,la Sagrada Família,54,72.9
2018,2,Eixample,7,la Dreta de l'Eixample,55,73.3
2018,2,Eixample,7,la Dreta de l'Eixample,56,64.7
2018,2,Eixample,7,la Dreta de l'Eixample,57,75.6
2018,2,Eixample,7,la Dreta de l'Eixample,58,84.3
2018,2,Eixample,7,la Dreta de l'Eixample,59,72.0
2018,2,Eixample,7,la Dreta de l'Eixample,60,63.9
2018,2,Eixample,7,la Dreta de l'Eixample,61,74.7
2018,2,Eixample,7,la Dreta de l'Eixample,62,97.0
2018,2,Eixample,7,la Dreta de l'Eixample,63,81.0
2018,2,Eixample,7,la Dreta de l'Eixample,64,69.0
2018,2,Eixample,7,la Dreta de l'Eixample,65,98.9
2018,2,Eixample,7,la Dreta de l'Eixample,66,63.1
2018,2,Eixample,7,la Dreta de l'Eixample,67,76.2
2018,2,Eixample,7,la Dreta de l'Eixample,68,81.6
2018,2,Eixample,7,la Dreta de l'Eixample,69,69.5
2018,2,Eixample,7,la Dreta de l'Eixample,70,78.7
